pair_id,design_id,operational_id,Hnode,Hlink,hashrate_concentration,validator_count,number_of_attackers,block_creation_interval,max_block_size,inbound_connections,outbound_connections
10230,103,30,0.175,0.1275,0.65,764,167,149,0.915748462,5,4
10231,103,31,0.23,0.2325,0.4925,331,57,149,0.915748462,5,4
10232,103,32,0.4125,0.1825,0.6725,536,69,149,0.915748462,5,4
10233,103,33,0.37,0.2375,0.17,244,14,149,0.915748462,5,4
10234,103,34,0.1975,0.3075,0.665,494,79,149,0.915748462,5,4
10235,103,35,0.2425,0.37,0.59,991,90,149,0.915748462,5,4
10236,103,36,0.2575,0.3675,0.3275,193,31,149,0.915748462,5,4
10237,103,37,0.055,0.3925,0.5525,370,44,149,0.915748462,5,4
10238,103,38,0.16,0.35,0.6125,949,40,149,0.915748462,5,4
10239,103,39,0.4175,0.07,0.8,752,54,149,0.915748462,5,4
10240,103,40,0.4625,0.0625,0.365,358,51,149,0.915748462,5,4
10241,103,41,0.215,0.1725,0.1225,900,76,149,0.915748462,5,4
10242,103,42,0.4525,0.315,0.2525,383,29,149,0.915748462,5,4
10243,103,43,0.3125,0.255,0.4025,433,9,149,0.915748462,5,4
10244,103,44,0.4575,0.1775,0.74,303,15,149,0.915748462,5,4
10245,103,45,0.5125,0.1475,0.2,815,30,149,0.915748462,5,4
10246,103,46,0.21,0.0775,0.7325,284,43,149,0.915748462,5,4
10247,103,47,0.385,0.2125,0.545,162,28,149,0.915748462,5,4
10248,103,48,0.495,0.3625,0.0625,861,57,149,0.915748462,5,4
10249,103,49,0.07,0.225,0.7175,579,114,149,0.915748462,5,4
10250,103,50,0.1375,0.075,0.185,520,14,149,0.915748462,5,4
10251,103,51,0.33,0.265,0.485,719,16,149,0.915748462,5,4
10252,103,52,0.5675,0.285,0.38,987,220,149,0.915748462,5,4
10253,103,53,0.225,0.0925,0.23,642,160,149,0.915748462,5,4
10254,103,54,0.1325,0.2575,0.055,264,47,149,0.915748462,5,4
10255,103,55,0.4475,0.1175,0.2825,576,64,149,0.915748462,5,4
10256,103,56,0.5725,0.385,0.215,180,24,149,0.915748462,5,4
10257,103,57,0.48,0.095,0.1325,869,144,149,0.915748462,5,4
10258,103,58,0.535,0.105,0.5975,563,4,149,0.915748462,5,4
10259,103,59,0.39,0.13,0.5825,381,91,149,0.915748462,5,4
10260,103,60,0.5075,0.3875,0.7025,670,6,149,0.915748462,5,4
10261,103,61,0.2475,0.165,0.455,551,41,149,0.915748462,5,4
10262,103,62,0.1475,0.1875,0.7775,616,12,149,0.915748462,5,4
10263,103,63,0.0925,0.17,0.29,124,13,149,0.915748462,5,4
10264,103,64,0.2975,0.3375,0.1075,37,2,149,0.915748462,5,4
10265,103,65,0.54,0.26,0.2075,112,28,149,0.915748462,5,4
10266,103,66,0.3625,0.1125,0.26,978,13,149,0.915748462,5,4
10267,103,67,0.4675,0.215,0.245,65,6,149,0.915748462,5,4
10268,103,68,0.32,0.1,0.71,340,31,149,0.915748462,5,4
10269,103,69,0.5175,0.2225,0.115,634,137,149,0.915748462,5,4
10270,103,70,0.17,0.395,0.395,459,106,149,0.915748462,5,4
10271,103,71,0.5225,0.375,0.5075,318,67,149,0.915748462,5,4
10272,103,72,0.58,0.2925,0.575,251,4,149,0.915748462,5,4
10273,103,73,0.285,0.16,0.0775,176,37,149,0.915748462,5,4
10274,103,74,0.2375,0.335,0.1925,795,105,149,0.915748462,5,4
10275,103,75,0.065,0.325,0.2675,936,186,149,0.915748462,5,4
10276,103,76,0.1925,0.2825,0.2225,732,3,149,0.915748462,5,4
10277,103,77,0.3025,0.06,0.5675,600,135,149,0.915748462,5,4
10278,103,78,0.5525,0.3525,0.32,543,92,149,0.915748462,5,4
10279,103,79,0.12,0.1025,0.3425,740,152,149,0.915748462,5,4
10280,103,80,0.0875,0.3,0.1,501,95,149,0.915748462,5,4
10281,103,81,0.2525,0.0825,0.47,970,157,149,0.915748462,5,4
10282,103,82,0.43,0.345,0.4475,699,171,149,0.915748462,5,4
10283,103,83,0.585,0.0675,0.62,101,19,149,0.915748462,5,4
10284,103,84,0.3575,0.2775,0.5375,47,5,149,0.915748462,5,4
10285,103,85,0.115,0.275,0.6875,210,51,149,0.915748462,5,4
10286,103,86,0.5025,0.2425,0.6575,292,32,149,0.915748462,5,4
10287,103,87,0.06,0.11,0.425,54,3,149,0.915748462,5,4
10288,103,88,0.545,0.2475,0.755,834,148,149,0.915748462,5,4
10289,103,89,0.275,0.38,0.7625,791,180,149,0.915748462,5,4
10290,103,90,0.2025,0.0525,0.2375,418,77,149,0.915748462,5,4
10291,103,91,0.22,0.36,0.7475,86,3,149,0.915748462,5,4
10292,103,92,0.595,0.14,0.0925,469,50,149,0.915748462,5,4
10293,103,93,0.1525,0.085,0.1475,138,17,149,0.915748462,5,4
10294,103,94,0.5575,0.18,0.41,424,62,149,0.915748462,5,4
10295,103,95,0.265,0.1225,0.53,473,19,149,0.915748462,5,4
10296,103,96,0.0975,0.355,0.155,664,66,149,0.915748462,5,4
10297,103,97,0.5625,0.0875,0.5,656,57,149,0.915748462,5,4
10298,103,98,0.325,0.205,0.515,888,207,149,0.915748462,5,4
10299,103,99,0.27,0.1975,0.635,157,10,149,0.915748462,5,4
10300,103,100,0.44,0.1525,0.695,928,189,149,0.915748462,5,4
10301,104,1,0.555,0.3475,0.38,678,21,928,0.361521695,97,8
10302,104,2,0.2575,0.245,0.6575,720,11,928,0.361521695,97,8
10303,104,3,0.125,0.065,0.665,214,5,928,0.361521695,97,8
10304,104,4,0.3625,0.3625,0.6875,165,38,928,0.361521695,97,8
10305,104,5,0.5825,0.2775,0.2075,696,147,928,0.361521695,97,8
10306,104,6,0.44,0.2425,0.4775,903,215,928,0.361521695,97,8
10307,104,7,0.0525,0.26,0.7025,575,28,928,0.361521695,97,8
10308,104,8,0.13,0.0925,0.07,686,162,928,0.361521695,97,8
10309,104,9,0.3675,0.14,0.1775,476,99,928,0.361521695,97,8
10310,104,10,0.56,0.295,0.4625,992,106,928,0.361521695,97,8
10311,104,11,0.2225,0.15,0.4175,269,42,928,0.361521695,97,8
10312,104,12,0.495,0.2175,0.53,624,35,928,0.361521695,97,8
10313,104,13,0.2725,0.3125,0.245,891,56,928,0.361521695,97,8
10314,104,14,0.3,0.3825,0.1925,868,115,928,0.361521695,97,8
10315,104,15,0.5725,0.115,0.1225,200,40,928,0.361521695,97,8
10316,104,16,0.34,0.2875,0.71,558,119,928,0.361521695,97,8
10317,104,17,0.3825,0.3925,0.0775,256,62,928,0.361521695,97,8
10318,104,18,0.4,0.2125,0.56,711,176,928,0.361521695,97,8
10319,104,19,0.455,0.32,0.425,895,176,928,0.361521695,97,8
10320,104,20,0.075,0.375,0.35,932,203,928,0.361521695,97,8
10321,104,21,0.185,0.2025,0.7325,805,183,928,0.361521695,97,8
10322,104,22,0.4875,0.17,0.3875,283,63,928,0.361521695,97,8
10323,104,23,0.23,0.09,0.6425,519,64,928,0.361521695,97,8
10324,104,24,0.1025,0.1575,0.545,421,43,928,0.361521695,97,8
10325,104,25,0.2675,0.225,0.7775,533,107,928,0.361521695,97,8
10326,104,26,0.505,0.0825,0.2825,122,18,928,0.361521695,97,8
10327,104,27,0.5875,0.22,0.7925,235,27,928,0.361521695,97,8
10328,104,28,0.5,0.2725,0.26,754,10,928,0.361521695,97,8
10329,104,29,0.2625,0.2,0.5975,940,92,928,0.361521695,97,8
10330,104,30,0.35,0.3075,0.365,405,55,928,0.361521695,97,8
10331,104,31,0.45,0.0725,0.0925,964,46,928,0.361521695,97,8
10332,104,32,0.1625,0.28,0.485,318,36,928,0.361521695,97,8
10333,104,33,0.4775,0.21,0.29,967,125,928,0.361521695,97,8
10334,104,34,0.4125,0.135,0.215,273,3,928,0.361521695,97,8
10335,104,35,0.5275,0.11,0.695,305,24,928,0.361521695,97,8
10336,104,36,0.0975,0.345,0.65,387,69,928,0.361521695,97,8
10337,104,37,0.565,0.33,0.5525,352,19,928,0.361521695,97,8
10338,104,38,0.18,0.39,0.5225,502,118,928,0.361521695,97,8
10339,104,39,0.3725,0.38,0.4475,486,44,928,0.361521695,97,8
10340,104,40,0.0625,0.185,0.145,618,32,928,0.361521695,97,8
10341,104,41,0.355,0.125,0.635,770,101,928,0.361521695,97,8
10342,104,42,0.2775,0.1075,0.725,983,172,928,0.361521695,97,8
10343,104,43,0.5375,0.175,0.1075,860,99,928,0.361521695,97,8
10344,104,44,0.46,0.4,0.23,545,53,928,0.361521695,97,8
10345,104,45,0.545,0.1825,0.6125,378,4,928,0.361521695,97,8
10346,104,46,0.08,0.2975,0.275,188,23,928,0.361521695,97,8
10347,104,47,0.395,0.1525,0.115,632,88,928,0.361521695,97,8
10348,104,48,0.445,0.2375,0.755,507,43,928,0.361521695,97,8
10349,104,49,0.345,0.3725,0.13,230,9,928,0.361521695,97,8
10350,104,50,0.2125,0.3675,0.605,664,79,928,0.361521695,97,8
10351,104,51,0.55,0.325,0.055,602,93,928,0.361521695,97,8
10352,104,52,0.1725,0.1675,0.5375,652,121,928,0.361521695,97,8
10353,104,53,0.1575,0.1475,0.5,975,71,928,0.361521695,97,8
10354,104,54,0.07,0.1925,0.2675,340,54,928,0.361521695,97,8
10355,104,55,0.29,0.2075,0.185,154,11,928,0.361521695,97,8
10356,104,56,0.4725,0.16,0.785,324,70,928,0.361521695,97,8
10357,104,57,0.405,0.34,0.7175,726,58,928,0.361521695,97,8
10358,104,58,0.4675,0.285,0.6725,451,77,928,0.361521695,97,8
10359,104,59,0.4225,0.195,0.0625,430,54,928,0.361521695,97,8
10360,104,60,0.1075,0.1325,0.2,854,173,928,0.361521695,97,8
10361,104,61,0.5325,0.2525,0.2375,399,77,928,0.361521695,97,8
10362,104,62,0.085,0.27,0.6275,223,46,928,0.361521695,97,8
10363,104,63,0.1175,0.305,0.8,845,119,928,0.361521695,97,8
10364,104,64,0.3125,0.05,0.515,360,82,928,0.361521695,97,8
10365,104,65,0.0575,0.1275,0.47,730,108,928,0.361521695,97,8
10366,104,66,0.3175,0.165,0.59,187,7,928,0.361521695,97,8
10367,104,67,0.5775,0.07,0.575,822,133,928,0.361521695,97,8
10368,104,68,0.25,0.265,0.1375,447,73,928,0.361521695,97,8
10369,104,69,0.14,0.055,0.74,480,29,928,0.361521695,97,8
10370,104,70,0.3225,0.3375,0.4325,311,22,928,0.361521695,97,8
10371,104,71,0.135,0.2475,0.1525,816,89,928,0.361521695,97,8
10372,104,72,0.3075,0.105,0.41,556,23,928,0.361521695,97,8
10373,104,73,0.4175,0.235,0.5075,100,17,928,0.361521695,97,8
10374,104,74,0.24,0.3325,0.3275,608,136,928,0.361521695,97,8
10375,104,75,0.3275,0.255,0.3725,915,5,928,0.361521695,97,8
10376,104,76,0.335,0.2625,0.395,743,136,928,0.361521695,97,8
10377,104,77,0.51,0.0625,0.3125,461,43,928,0.361521695,97,8
10378,104,78,0.4325,0.3025,0.4925,141,3,928,0.361521695,97,8
10379,104,79,0.2075,0.0575,0.2225,757,68,928,0.361521695,97,8
10380,104,80,0.3775,0.1,0.335,784,27,928,0.361521695,97,8
10381,104,81,0.1125,0.2275,0.32,377,17,928,0.361521695,97,8
10382,104,82,0.235,0.3225,0.7475,107,9,928,0.361521695,97,8
10383,104,83,0.245,0.1875,0.305,127,31,928,0.361521695,97,8
10384,104,84,0.2025,0.1225,0.455,147,22,928,0.361521695,97,8
10385,104,85,0.4275,0.0875,0.2525,577,104,928,0.361521695,97,8
10386,104,86,0.2175,0.1175,0.44,673,1,928,0.361521695,97,8
10387,104,87,0.09,0.3975,0.5675,798,53,928,0.361521695,97,8
10388,104,88,0.1525,0.355,0.085,344,1,928,0.361521695,97,8
10389,104,89,0.19,0.29,0.1,175,10,928,0.361521695,97,8
10390,104,90,0.295,0.08,0.3425,289,30,928,0.361521695,97,8
10391,104,91,0.1675,0.23,0.16,528,15,928,0.361521695,97,8
10392,104,92,0.39,0.1425,0.77,921,17,928,0.361521695,97,8
10393,104,93,0.6,0.1775,0.3575,646,48,928,0.361521695,97,8
10394,104,94,0.145,0.075,0.4025,432,82,928,0.361521695,97,8
10395,104,95,0.195,0.3575,0.2975,951,178,928,0.361521695,97,8
10396,104,96,0.5225,0.0975,0.68,879,217,928,0.361521695,97,8
10397,104,97,0.5175,0.385,0.62,594,87,928,0.361521695,97,8
10398,104,98,0.5925,0.35,0.5825,243,42,928,0.361521695,97,8
10399,104,99,0.4825,0.365,0.7625,836,22,928,0.361521695,97,8
10400,104,100,0.285,0.315,0.17,775,132,928,0.361521695,97,8
10401,105,1,0.2125,0.155,0.5075,702,169,130,4.236340624,100,8
10402,105,2,0.24,0.055,0.1925,390,16,130,4.236340624,100,8
10403,105,3,0.35,0.2,0.3425,319,63,130,4.236340624,100,8
10404,105,4,0.5925,0.1325,0.3125,972,212,130,4.236340624,100,8
10405,105,5,0.145,0.2425,0.425,788,24,130,4.236340624,100,8
10406,105,6,0.505,0.075,0.1625,595,141,130,4.236340624,100,8
10407,105,7,0.5775,0.33,0.7625,746,33,130,4.236340624,100,8
10408,105,8,0.5,0.345,0.62,364,37,130,4.236340624,100,8
10409,105,9,0.085,0.175,0.5375,350,64,130,4.236340624,100,8
10410,105,10,0.1075,0.1225,0.1175,635,126,130,4.236340624,100,8
10411,105,11,0.3175,0.26,0.32,104,16,130,4.236340624,100,8
10412,105,12,0.245,0.27,0.7775,839,206,130,4.236340624,100,8
10413,105,13,0.4225,0.3875,0.47,142,34,130,4.236340624,100,8
10414,105,14,0.1675,0.31,0.4775,259,60,130,4.236340624,100,8
10415,105,15,0.2225,0.39,0.755,218,12,130,4.236340624,100,8
10416,105,16,0.1025,0.295,0.8,147,2,130,4.236340624,100,8
10417,105,17,0.5875,0.3475,0.095,248,42,130,4.236340624,100,8
10418,105,18,0.0525,0.255,0.455,296,24,130,4.236340624,100,8
10419,105,19,0.0625,0.32,0.1475,155,20,130,4.236340624,100,8
10420,105,20,0.295,0.1925,0.785,643,134,130,4.236340624,100,8
10421,105,21,0.445,0.1125,0.1325,979,163,130,4.236340624,100,8
10422,105,22,0.3625,0.3725,0.6275,312,71,130,4.236340624,100,8
10423,105,23,0.515,0.2175,0.53,861,7,130,4.236340624,100,8
10424,105,24,0.3825,0.2075,0.7025,799,138,130,4.236340624,100,8
10425,105,25,0.5825,0.22,0.725,189,21,130,4.236340624,100,8
10426,105,26,0.29,0.3025,0.3875,461,55,130,4.236340624,100,8
10427,105,27,0.545,0.2625,0.1775,766,46,130,4.236340624,100,8
10428,105,28,0.305,0.2775,0.29,984,80,130,4.236340624,100,8
10429,105,29,0.4825,0.3375,0.245,656,71,130,4.236340624,100,8
10430,105,30,0.4675,0.225,0.2075,852,202,130,4.236340624,100,8
10431,105,31,0.2575,0.195,0.395,180,7,130,4.236340624,100,8
10432,105,32,0.2,0.2025,0.6575,384,54,130,4.236340624,100,8
10433,105,33,0.095,0.3575,0.71,782,114,130,4.236340624,100,8
10434,105,34,0.1125,0.0975,0.485,893,153,130,4.236340624,100,8
10435,105,35,0.2175,0.125,0.35,232,50,130,4.236340624,100,8
10436,105,36,0.4175,0.365,0.515,596,88,130,4.236340624,100,8
10437,105,37,0.13,0.3925,0.3275,404,28,130,4.236340624,100,8
10438,105,38,0.3,0.0575,0.155,690,76,130,4.236340624,100,8
10439,105,39,0.19,0.37,0.68,949,109,130,4.236340624,100,8
10440,105,40,0.075,0.2675,0.665,512,111,130,4.236340624,100,8
10441,105,41,0.0575,0.09,0.2675,611,16,130,4.236340624,100,8
10442,105,42,0.455,0.2725,0.275,721,34,130,4.236340624,100,8
10443,105,43,0.4875,0.245,0.4925,615,98,130,4.236340624,100,8
10444,105,44,0.0675,0.1575,0.125,866,40,130,4.236340624,100,8
10445,105,45,0.2675,0.1475,0.7325,264,43,130,4.236340624,100,8
10446,105,46,0.345,0.1425,0.77,556,69,130,4.236340624,100,8
10447,105,47,0.51,0.15,0.055,418,12,130,4.236340624,100,8
10448,105,48,0.41,0.3325,0.17,278,4,130,4.236340624,100,8
10449,105,49,0.39,0.375,0.14,503,89,130,4.236340624,100,8
10450,105,50,0.555,0.38,0.335,934,71,130,4.236340624,100,8
10451,105,51,0.5375,0.1075,0.3725,560,105,130,4.236340624,100,8
10452,105,52,0.1725,0.08,0.6425,739,89,130,4.236340624,100,8
10453,105,53,0.5225,0.115,0.6125,285,15,130,4.236340624,100,8
10454,105,54,0.2725,0.095,0.65,669,11,130,4.236340624,100,8
10455,105,55,0.55,0.2125,0.185,110,2,130,4.236340624,100,8
10456,105,56,0.565,0.0875,0.4625,826,108,130,4.236340624,100,8
10457,105,57,0.44,0.0525,0.7175,358,83,130,4.236340624,100,8
10458,105,58,0.3775,0.355,0.545,705,24,130,4.236340624,100,8
10459,105,59,0.2625,0.3625,0.2825,379,80,130,4.236340624,100,8
10460,105,60,0.235,0.1175,0.4475,496,48,130,4.236340624,100,8
10461,105,61,0.495,0.1775,0.38,774,97,130,4.236340624,100,8
10462,105,62,0.2775,0.185,0.08,520,129,130,4.236340624,100,8
10463,105,63,0.335,0.2325,0.5825,577,56,130,4.236340624,100,8
10464,105,64,0.5325,0.2875,0.635,122,23,130,4.236340624,100,8
10465,105,65,0.4325,0.135,0.44,534,1,130,4.236340624,100,8
10466,105,66,0.4,0.105,0.695,413,27,130,4.236340624,100,8
10467,105,67,0.285,0.3975,0.11,832,76,130,4.236340624,100,8
10468,105,68,0.5725,0.1675,0.56,663,47,130,4.236340624,100,8
10469,105,69,0.395,0.2975,0.0725,885,120,130,4.236340624,100,8
10470,105,70,0.4725,0.305,0.7475,920,163,130,4.236340624,100,8
10471,105,71,0.1575,0.1825,0.26,812,122,130,4.236340624,100,8
10472,105,72,0.45,0.28,0.5,340,13,130,4.236340624,100,8
10473,105,73,0.405,0.165,0.305,132,12,130,4.236340624,100,8
10474,105,74,0.4275,0.2525,0.59,904,200,130,4.236340624,100,8
10475,105,75,0.355,0.0725,0.7925,912,53,130,4.236340624,100,8
10476,105,76,0.3275,0.3275,0.365,808,182,130,4.236340624,100,8
10477,105,77,0.6,0.16,0.74,475,98,130,4.236340624,100,8
10478,105,78,0.1625,0.0625,0.575,166,32,130,4.236340624,100,8
10479,105,79,0.23,0.25,0.065,749,138,130,4.236340624,100,8
10480,105,80,0.25,0.29,0.4025,683,137,130,4.236340624,100,8
10481,105,81,0.185,0.235,0.0875,449,34,130,4.236340624,100,8
10482,105,82,0.5275,0.4,0.5675,544,105,130,4.236340624,100,8
10483,105,83,0.3225,0.14,0.605,995,24,130,4.236340624,100,8
10484,105,84,0.125,0.2375,0.2,304,68,130,4.236340624,100,8
10485,105,85,0.56,0.285,0.4325,438,60,130,4.236340624,100,8
10486,105,86,0.1525,0.1725,0.2525,454,61,130,4.236340624,100,8
10487,105,87,0.1175,0.315,0.5525,480,42,130,4.236340624,100,8
10488,105,88,0.34,0.2275,0.2225,326,21,130,4.236340624,100,8
10489,105,89,0.4775,0.07,0.4175,215,33,130,4.236340624,100,8
10490,105,90,0.09,0.13,0.5225,240,25,130,4.236340624,100,8
10491,105,91,0.2075,0.3225,0.215,941,152,130,4.236340624,100,8
10492,105,92,0.135,0.19,0.5975,959,20,130,4.236340624,100,8
10493,105,93,0.195,0.065,0.3575,881,77,130,4.236340624,100,8
10494,105,94,0.3125,0.34,0.6725,429,1,130,4.236340624,100,8
10495,105,95,0.3675,0.1,0.2375,204,30,130,4.236340624,100,8
10496,105,96,0.08,0.35,0.23,725,149,130,4.236340624,100,8
10497,105,97,0.14,0.21,0.6875,583,48,130,4.236340624,100,8
10498,105,98,0.46,0.0825,0.1025,199,21,130,4.236340624,100,8
10499,105,99,0.18,0.3825,0.2975,530,4,130,4.236340624,100,8
10500,105,100,0.3725,0.3125,0.41,628,33,130,4.236340624,100,8
10501,106,1,0.095,0.2425,0.585,843,83,353,0.607193396,110,7
10502,106,2,0.1125,0.1625,0.335,767,98,353,0.607193396,110,7
10503,106,3,0.345,0.2325,0.6375,784,4,353,0.607193396,110,7
10504,106,4,0.2225,0.3525,0.4475,622,78,353,0.607193396,110,7
10505,106,5,0.205,0.3675,0.675,248,38,353,0.607193396,110,7
10506,106,6,0.5925,0.16,0.05,860,73,353,0.607193396,110,7
10507,106,7,0.4825,0.355,0.305,188,41,353,0.607193396,110,7
10508,106,8,0.465,0.205,0.51,272,48,353,0.607193396,110,7
10509,106,9,0.5775,0.325,0.5325,734,172,353,0.607193396,110,7
10510,106,10,0.3325,0.06,0.1775,287,56,353,0.607193396,110,7
10511,106,11,0.2825,0.3925,0.3575,420,39,353,0.607193396,110,7
10512,106,12,0.08,0.3025,0.78,350,39,353,0.607193396,110,7
10513,106,13,0.505,0.105,0.6825,514,77,353,0.607193396,110,7
10514,106,14,0.52,0.0875,0.2375,757,78,353,0.607193396,110,7
10515,106,15,0.245,0.2125,0.4625,153,15,353,0.607193396,110,7
10516,106,16,0.3775,0.3275,0.26,724,47,353,0.607193396,110,7
10517,106,17,0.1575,0.3325,0.6225,435,99,353,0.607193396,110,7
10518,106,18,0.2725,0.18,0.455,733,27,353,0.607193396,110,7
10519,106,19,0.5825,0.2725,0.735,953,15,353,0.607193396,110,7
10520,106,20,0.195,0.0825,0.5025,308,56,353,0.607193396,110,7
10521,106,21,0.2175,0.2475,0.1475,522,28,353,0.607193396,110,7
10522,106,22,0.19,0.275,0.155,357,48,353,0.607193396,110,7
10523,106,23,0.1675,0.3625,0.1625,959,57,353,0.607193396,110,7
10524,106,24,0.0525,0.22,0.3125,563,15,353,0.607193396,110,7
10525,106,25,0.13,0.0675,0.275,197,10,353,0.607193396,110,7
10526,106,26,0.55,0.38,0.23,541,74,353,0.607193396,110,7
10527,106,27,0.4725,0.1875,0.1025,496,4,353,0.607193396,110,7
10528,106,28,0.0575,0.07,0.4875,980,171,353,0.607193396,110,7
10529,106,29,0.46,0.0925,0.7575,699,116,353,0.607193396,110,7
10530,106,30,0.1625,0.3775,0.57,263,3,353,0.607193396,110,7
10531,106,31,0.2275,0.155,0.69,838,41,353,0.607193396,110,7
10532,106,32,0.29,0.1375,0.7875,932,193,353,0.607193396,110,7
10533,106,33,0.145,0.215,0.2525,880,170,353,0.607193396,110,7
10534,106,34,0.0625,0.2925,0.095,709,104,353,0.607193396,110,7
10535,106,35,0.3725,0.3875,0.7125,748,69,353,0.607193396,110,7
10536,106,36,0.5875,0.335,0.245,290,54,353,0.607193396,110,7
10537,106,37,0.45,0.29,0.0575,319,12,353,0.607193396,110,7
10538,106,38,0.4,0.315,0.5175,426,43,353,0.607193396,110,7
10539,106,39,0.24,0.2825,0.3875,854,208,353,0.607193396,110,7
10540,106,40,0.0725,0.3425,0.47,128,10,353,0.607193396,110,7
10541,106,41,0.1175,0.3975,0.065,471,98,353,0.607193396,110,7
10542,106,42,0.085,0.1525,0.41,244,52,353,0.607193396,110,7
10543,106,43,0.4325,0.145,0.555,459,83,353,0.607193396,110,7
10544,106,44,0.4875,0.14,0.365,887,11,353,0.607193396,110,7
10545,106,45,0.4375,0.095,0.2975,632,149,353,0.607193396,110,7
10546,106,46,0.14,0.0525,0.7275,790,58,353,0.607193396,110,7
10547,106,47,0.15,0.12,0.2,799,127,353,0.607193396,110,7
10548,106,48,0.135,0.1725,0.7425,377,32,353,0.607193396,110,7
10549,106,49,0.355,0.25,0.44,568,41,353,0.607193396,110,7
10550,106,50,0.57,0.1775,0.3275,363,59,353,0.607193396,110,7
10551,106,51,0.5375,0.23,0.48,983,212,353,0.607193396,110,7
10552,106,52,0.4225,0.2375,0.4175,656,92,353,0.607193396,110,7
10553,106,53,0.3275,0.36,0.0875,160,27,353,0.607193396,110,7
10554,106,54,0.5325,0.24,0.17,614,70,353,0.607193396,110,7
10555,106,55,0.1025,0.1475,0.5475,583,80,353,0.607193396,110,7
10556,106,56,0.1075,0.3375,0.765,689,128,353,0.607193396,110,7
10557,106,57,0.4775,0.395,0.7725,477,15,353,0.607193396,110,7
10558,106,58,0.455,0.05,0.3425,581,123,353,0.607193396,110,7
10559,106,59,0.185,0.135,0.615,648,30,353,0.607193396,110,7
10560,106,60,0.56,0.075,0.5625,684,30,353,0.607193396,110,7
10561,106,61,0.3875,0.1225,0.08,996,156,353,0.607193396,110,7
10562,106,62,0.235,0.11,0.14,401,89,353,0.607193396,110,7
10563,106,63,0.4925,0.26,0.11,770,155,353,0.607193396,110,7
10564,106,64,0.1775,0.1175,0.66,597,149,353,0.607193396,110,7
10565,106,65,0.5275,0.1275,0.63,225,16,353,0.607193396,110,7
10566,106,66,0.51,0.2225,0.1325,259,58,353,0.607193396,110,7
10567,106,67,0.4275,0.35,0.495,381,8,353,0.607193396,110,7
10568,106,68,0.3825,0.1025,0.3725,167,5,353,0.607193396,110,7
10569,106,69,0.25,0.3,0.2675,824,68,353,0.607193396,110,7
10570,106,70,0.3675,0.0775,0.705,204,29,353,0.607193396,110,7
10571,106,71,0.515,0.2775,0.38,229,13,353,0.607193396,110,7
10572,106,72,0.5975,0.2,0.5925,410,49,353,0.607193396,110,7
10573,106,73,0.2,0.2575,0.6975,508,100,353,0.607193396,110,7
10574,106,74,0.3175,0.085,0.6075,388,2,353,0.607193396,110,7
10575,106,75,0.31,0.2675,0.5775,215,23,353,0.607193396,110,7
10576,106,76,0.2775,0.13,0.2225,117,14,353,0.607193396,110,7
10577,106,77,0.3,0.2975,0.645,299,61,353,0.607193396,110,7
10578,106,78,0.35,0.165,0.2825,329,29,353,0.607193396,110,7
10579,106,79,0.305,0.32,0.125,600,15,353,0.607193396,110,7
10580,106,80,0.2625,0.2075,0.29,487,73,353,0.607193396,110,7
10581,106,81,0.1225,0.3175,0.32,915,2,353,0.607193396,110,7
10582,106,82,0.255,0.225,0.795,174,7,353,0.607193396,110,7
10583,106,83,0.41,0.1975,0.2075,941,31,353,0.607193396,110,7
10584,106,84,0.565,0.17,0.72,129,32,353,0.607193396,110,7
10585,106,85,0.445,0.31,0.6675,966,128,353,0.607193396,110,7
10586,106,86,0.34,0.195,0.4325,894,200,353,0.607193396,110,7
10587,106,87,0.295,0.1825,0.1925,669,118,353,0.607193396,110,7
10588,106,88,0.555,0.375,0.395,874,102,353,0.607193396,110,7
10589,106,89,0.2125,0.0625,0.0725,674,53,353,0.607193396,110,7
10590,106,90,0.5,0.3075,0.6525,636,40,353,0.607193396,110,7
10591,106,91,0.395,0.265,0.75,553,128,353,0.607193396,110,7
10592,106,92,0.3225,0.1,0.525,903,97,353,0.607193396,110,7
10593,106,93,0.36,0.385,0.185,810,194,353,0.607193396,110,7
10594,106,94,0.5425,0.0575,0.425,451,28,353,0.607193396,110,7
10595,106,95,0.415,0.345,0.6,814,156,353,0.607193396,110,7
10596,106,96,0.2675,0.37,0.54,926,150,353,0.607193396,110,7
10597,106,97,0.09,0.19,0.4025,443,106,353,0.607193396,110,7
10598,106,98,0.405,0.255,0.215,140,17,353,0.607193396,110,7
10599,106,99,0.1725,0.285,0.35,534,91,353,0.607193396,110,7
10600,106,100,0.0675,0.1125,0.1175,338,7,353,0.607193396,110,7
10601,107,1,0.5925,0.1075,0.3125,418,56,1117,2.519176721,32,4
10602,107,2,0.51,0.1575,0.375,374,1,1117,2.519176721,32,4
10603,107,3,0.2225,0.2175,0.2375,36,5,1117,2.519176721,32,4
10604,107,4,0.1775,0.355,0.555,824,4,1117,2.519176721,32,4
10605,107,5,0.3775,0.1225,0.1775,707,13,1117,2.519176721,32,4
10606,107,6,0.1725,0.285,0.435,478,77,1117,2.519176721,32,4
10607,107,7,0.45,0.31,0.5025,354,70,1117,2.519176721,32,4
10608,107,8,0.465,0.3275,0.6375,193,26,1117,2.519176721,32,4
10609,107,9,0.35,0.34,0.0725,391,32,1117,2.519176721,32,4
10610,107,10,0.19,0.18,0.525,142,24,1117,2.519176721,32,4
