design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,fraction_of_attackers,number_of_attackers,realized_fraction_of_attackers,number_of_attackers,transaction_arrival_rate
D033,S015,O009,7,91,2.174956508,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,50.19130404
D033,S016,O096,7,91,2.174956508,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,50.19130404
D033,S017,O067,7,91,2.174956508,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,50.19130404
D033,S018,O037,7,91,2.174956508,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,50.19130404
D033,S019,O039,7,91,2.174956508,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,50.19130404
D033,S020,O029,7,91,2.174956508,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,50.19130404
D033,S021,O055,7,91,2.174956508,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,50.19130404
D033,S022,O075,7,91,2.174956508,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,50.19130404
D033,S023,O052,7,91,2.174956508,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,50.19130404
D033,S024,O020,7,91,2.174956508,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,50.19130404
D033,S025,O023,7,91,2.174956508,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,50.19130404
D033,S026,O069,7,91,2.174956508,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,50.19130404
D033,S027,O054,7,91,2.174956508,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,50.19130404
D033,S028,O063,7,91,2.174956508,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,50.19130404
D033,S029,O058,7,91,2.174956508,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,50.19130404
D033,S030,O042,7,91,2.174956508,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,50.19130404
D033,S031,O083,7,91,2.174956508,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,50.19130404
D033,S032,O086,7,91,2.174956508,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,50.19130404
D034,S001,O004,4,123,0.496955863,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,8.484612294
D034,S002,O061,4,123,0.496955863,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,8.484612294
D034,S003,O084,4,123,0.496955863,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,8.484612294
D034,S004,O040,4,123,0.496955863,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,8.484612294
D034,S005,O074,4,123,0.496955863,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,8.484612294
D034,S006,O014,4,123,0.496955863,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,8.484612294
D034,S007,O095,4,123,0.496955863,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,8.484612294
D034,S008,O008,4,123,0.496955863,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,8.484612294
D034,S009,O044,4,123,0.496955863,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,8.484612294
D034,S010,O071,4,123,0.496955863,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,8.484612294
D034,S011,O005,4,123,0.496955863,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,8.484612294
D034,S012,O094,4,123,0.496955863,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,8.484612294
D034,S013,O049,4,123,0.496955863,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,8.484612294
D034,S014,O002,4,123,0.496955863,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,8.484612294
D034,S015,O009,4,123,0.496955863,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,8.484612294
D034,S016,O096,4,123,0.496955863,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,8.484612294
D034,S017,O067,4,123,0.496955863,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,8.484612294
D034,S018,O037,4,123,0.496955863,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,8.484612294
D034,S019,O039,4,123,0.496955863,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,8.484612294
D034,S020,O029,4,123,0.496955863,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,8.484612294
D034,S021,O055,4,123,0.496955863,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,8.484612294
D034,S022,O075,4,123,0.496955863,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,8.484612294
D034,S023,O052,4,123,0.496955863,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,8.484612294
D034,S024,O020,4,123,0.496955863,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,8.484612294
D034,S025,O023,4,123,0.496955863,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,8.484612294
D034,S026,O069,4,123,0.496955863,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,8.484612294
D034,S027,O054,4,123,0.496955863,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,8.484612294
D034,S028,O063,4,123,0.496955863,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,8.484612294
D034,S029,O058,4,123,0.496955863,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,8.484612294
D034,S030,O042,4,123,0.496955863,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,8.484612294
D034,S031,O083,4,123,0.496955863,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,8.484612294
D034,S032,O086,4,123,0.496955863,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,8.484612294
D035,S001,O004,1,62,0.375666448,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,12.72418615
D035,S002,O061,1,62,0.375666448,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,12.72418615
D035,S003,O084,1,62,0.375666448,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,12.72418615
D035,S004,O040,1,62,0.375666448,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,12.72418615
D035,S005,O074,1,62,0.375666448,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,12.72418615
D035,S006,O014,1,62,0.375666448,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,12.72418615
D035,S007,O095,1,62,0.375666448,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,12.72418615
D035,S008,O008,1,62,0.375666448,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,12.72418615
D035,S009,O044,1,62,0.375666448,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,12.72418615
D035,S010,O071,1,62,0.375666448,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,12.72418615
D035,S011,O005,1,62,0.375666448,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,12.72418615
D035,S012,O094,1,62,0.375666448,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,12.72418615
D035,S013,O049,1,62,0.375666448,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,12.72418615
D035,S014,O002,1,62,0.375666448,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,12.72418615
D035,S015,O009,1,62,0.375666448,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,12.72418615
D035,S016,O096,1,62,0.375666448,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,12.72418615
D035,S017,O067,1,62,0.375666448,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,12.72418615
D035,S018,O037,1,62,0.375666448,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,12.72418615
D035,S019,O039,1,62,0.375666448,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,12.72418615
D035,S020,O029,1,62,0.375666448,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,12.72418615
D035,S021,O055,1,62,0.375666448,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,12.72418615
D035,S022,O075,1,62,0.375666448,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,12.72418615
D035,S023,O052,1,62,0.375666448,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,12.72418615
D035,S024,O020,1,62,0.375666448,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,12.72418615
D035,S025,O023,1,62,0.375666448,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,12.72418615
D035,S026,O069,1,62,0.375666448,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,12.72418615
D035,S027,O054,1,62,0.375666448,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,12.72418615
D035,S028,O063,1,62,0.375666448,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,12.72418615
D035,S029,O058,1,62,0.375666448,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,12.72418615
D035,S030,O042,1,62,0.375666448,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,12.72418615
D035,S031,O083,1,62,0.375666448,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,12.72418615
D035,S032,O086,1,62,0.375666448,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,12.72418615
D036,S001,O004,6,138,1.948187769,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,29.64633561
D036,S002,O061,6,138,1.948187769,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,29.64633561
D036,S003,O084,6,138,1.948187769,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,29.64633561
D036,S004,O040,6,138,1.948187769,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,29.64633561
D036,S005,O074,6,138,1.948187769,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,29.64633561
D036,S006,O014,6,138,1.948187769,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,29.64633561
D036,S007,O095,6,138,1.948187769,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,29.64633561
D036,S008,O008,6,138,1.948187769,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,29.64633561
D036,S009,O044,6,138,1.948187769,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,29.64633561
D036,S010,O071,6,138,1.948187769,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,29.64633561
D036,S011,O005,6,138,1.948187769,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,29.64633561
D036,S012,O094,6,138,1.948187769,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,29.64633561
D036,S013,O049,6,138,1.948187769,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,29.64633561
D036,S014,O002,6,138,1.948187769,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,29.64633561
D036,S015,O009,6,138,1.948187769,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,29.64633561
D036,S016,O096,6,138,1.948187769,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,29.64633561
D036,S017,O067,6,138,1.948187769,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,29.64633561
D036,S018,O037,6,138,1.948187769,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,29.64633561
D036,S019,O039,6,138,1.948187769,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,29.64633561
D036,S020,O029,6,138,1.948187769,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,29.64633561
D036,S021,O055,6,138,1.948187769,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,29.64633561
D036,S022,O075,6,138,1.948187769,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,29.64633561
D036,S023,O052,6,138,1.948187769,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,29.64633561
D036,S024,O020,6,138,1.948187769,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,29.64633561
D036,S025,O023,6,138,1.948187769,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,29.64633561
D036,S026,O069,6,138,1.948187769,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,29.64633561
D036,S027,O054,6,138,1.948187769,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,29.64633561
D036,S028,O063,6,138,1.948187769,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,29.64633561
D036,S029,O058,6,138,1.948187769,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,29.64633561
D036,S030,O042,6,138,1.948187769,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,29.64633561
D036,S031,O083,6,138,1.948187769,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,29.64633561
D036,S032,O086,6,138,1.948187769,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,29.64633561
D037,S001,O004,2,436,3.335577859,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,16.06585666
D037,S002,O061,2,436,3.335577859,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,16.06585666
D037,S003,O084,2,436,3.335577859,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,16.06585666
D037,S004,O040,2,436,3.335577859,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,16.06585666
D037,S005,O074,2,436,3.335577859,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,16.06585666
D037,S006,O014,2,436,3.335577859,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,16.06585666
D037,S007,O095,2,436,3.335577859,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,16.06585666
D037,S008,O008,2,436,3.335577859,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,16.06585666
D037,S009,O044,2,436,3.335577859,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,16.06585666
D037,S010,O071,2,436,3.335577859,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,16.06585666
D037,S011,O005,2,436,3.335577859,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,16.06585666
D037,S012,O094,2,436,3.335577859,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,16.06585666
D037,S013,O049,2,436,3.335577859,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,16.06585666
D037,S014,O002,2,436,3.335577859,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,16.06585666
D037,S015,O009,2,436,3.335577859,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,16.06585666
D037,S016,O096,2,436,3.335577859,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,16.06585666
D037,S017,O067,2,436,3.335577859,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,16.06585666
D037,S018,O037,2,436,3.335577859,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,16.06585666
D037,S019,O039,2,436,3.335577859,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,16.06585666
D037,S020,O029,2,436,3.335577859,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,16.06585666
D037,S021,O055,2,436,3.335577859,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,16.06585666
D037,S022,O075,2,436,3.335577859,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,16.06585666
D037,S023,O052,2,436,3.335577859,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,16.06585666
D037,S024,O020,2,436,3.335577859,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,16.06585666
D037,S025,O023,2,436,3.335577859,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,16.06585666
D037,S026,O069,2,436,3.335577859,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,16.06585666
D037,S027,O054,2,436,3.335577859,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,16.06585666
D037,S028,O063,2,436,3.335577859,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,16.06585666
D037,S029,O058,2,436,3.335577859,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,16.06585666
D037,S030,O042,2,436,3.335577859,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,16.06585666
D037,S031,O083,2,436,3.335577859,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,16.06585666
D037,S032,O086,2,436,3.335577859,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,16.06585666
D038,S001,O004,1,86,1.467773761,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,35.84098719
D038,S002,O061,1,86,1.467773761,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,35.84098719
D038,S003,O084,1,86,1.467773761,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,35.84098719
D038,S004,O040,1,86,1.467773761,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,35.84098719
D038,S005,O074,1,86,1.467773761,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,35.84098719
D038,S006,O014,1,86,1.467773761,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,35.84098719
D038,S007,O095,1,86,1.467773761,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,35.84098719
D038,S008,O008,1,86,1.467773761,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,35.84098719
D038,S009,O044,1,86,1.467773761,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,35.84098719
D038,S010,O071,1,86,1.467773761,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,35.84098719
D038,S011,O005,1,86,1.467773761,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,35.84098719
D038,S012,O094,1,86,1.467773761,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,35.84098719
D038,S013,O049,1,86,1.467773761,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,35.84098719
D038,S014,O002,1,86,1.467773761,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,35.84098719
D038,S015,O009,1,86,1.467773761,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,35.84098719
D038,S016,O096,1,86,1.467773761,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,35.84098719
D038,S017,O067,1,86,1.467773761,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,35.84098719
D038,S018,O037,1,86,1.467773761,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,35.84098719
D038,S019,O039,1,86,1.467773761,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,35.84098719
D038,S020,O029,1,86,1.467773761,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,35.84098719
D038,S021,O055,1,86,1.467773761,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,35.84098719
D038,S022,O075,1,86,1.467773761,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,35.84098719
D038,S023,O052,1,86,1.467773761,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,35.84098719
D038,S024,O020,1,86,1.467773761,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,35.84098719
D038,S025,O023,1,86,1.467773761,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,35.84098719
D038,S026,O069,1,86,1.467773761,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,35.84098719
D038,S027,O054,1,86,1.467773761,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,35.84098719
D038,S028,O063,1,86,1.467773761,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,35.84098719
D038,S029,O058,1,86,1.467773761,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,35.84098719
D038,S030,O042,1,86,1.467773761,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,35.84098719
D038,S031,O083,1,86,1.467773761,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,35.84098719
D038,S032,O086,1,86,1.467773761,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,35.84098719
D039,S001,O004,7,767,6.727002821,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,18.41813028
D039,S002,O061,7,767,6.727002821,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,18.41813028
D039,S003,O084,7,767,6.727002821,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,18.41813028
D039,S004,O040,7,767,6.727002821,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,18.41813028
D039,S005,O074,7,767,6.727002821,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,18.41813028
D039,S006,O014,7,767,6.727002821,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,18.41813028
D039,S007,O095,7,767,6.727002821,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,18.41813028
D039,S008,O008,7,767,6.727002821,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,18.41813028
D039,S009,O044,7,767,6.727002821,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,18.41813028
D039,S010,O071,7,767,6.727002821,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,18.41813028
D039,S011,O005,7,767,6.727002821,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,18.41813028
D039,S012,O094,7,767,6.727002821,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,18.41813028
D039,S013,O049,7,767,6.727002821,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,18.41813028
D039,S014,O002,7,767,6.727002821,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,18.41813028
D039,S015,O009,7,767,6.727002821,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,18.41813028
D039,S016,O096,7,767,6.727002821,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,18.41813028
D039,S017,O067,7,767,6.727002821,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,18.41813028
D039,S018,O037,7,767,6.727002821,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,18.41813028
D039,S019,O039,7,767,6.727002821,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,18.41813028
D039,S020,O029,7,767,6.727002821,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,18.41813028
D039,S021,O055,7,767,6.727002821,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,18.41813028
D039,S022,O075,7,767,6.727002821,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,18.41813028
D039,S023,O052,7,767,6.727002821,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,18.41813028
D039,S024,O020,7,767,6.727002821,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,18.41813028
D039,S025,O023,7,767,6.727002821,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,18.41813028
D039,S026,O069,7,767,6.727002821,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,18.41813028
D039,S027,O054,7,767,6.727002821,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,18.41813028
D039,S028,O063,7,767,6.727002821,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,18.41813028
D039,S029,O058,7,767,6.727002821,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,18.41813028
D039,S030,O042,7,767,6.727002821,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,18.41813028
D039,S031,O083,7,767,6.727002821,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,18.41813028
D039,S032,O086,7,767,6.727002821,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,18.41813028
D040,S001,O004,3,866,0.26404988,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,0.640305713
D040,S002,O061,3,866,0.26404988,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,0.640305713
D040,S003,O084,3,866,0.26404988,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,0.640305713
D040,S004,O040,3,866,0.26404988,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,0.640305713
D040,S005,O074,3,866,0.26404988,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,0.640305713
D040,S006,O014,3,866,0.26404988,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,0.640305713
D040,S007,O095,3,866,0.26404988,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,0.640305713
D040,S008,O008,3,866,0.26404988,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,0.640305713
D040,S009,O044,3,866,0.26404988,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,0.640305713
D040,S010,O071,3,866,0.26404988,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,0.640305713
D040,S011,O005,3,866,0.26404988,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,0.640305713
D040,S012,O094,3,866,0.26404988,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,0.640305713
D040,S013,O049,3,866,0.26404988,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,0.640305713
D040,S014,O002,3,866,0.26404988,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,0.640305713
D040,S015,O009,3,866,0.26404988,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,0.640305713
D040,S016,O096,3,866,0.26404988,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,0.640305713
D040,S017,O067,3,866,0.26404988,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,0.640305713
D040,S018,O037,3,866,0.26404988,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,0.640305713
