design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers
D027,S029,O058,3,76,2.340604359,22,0.090722232,0.036785238,0.101049312,1.05,4
D027,S030,O042,3,76,2.340604359,533,0.049123846,0.273615249,0.271891148,1.05,28
D027,S031,O083,3,76,2.340604359,89,0.002629244,0.11891721,0.012340148,1.05,13
D027,S032,O086,3,76,2.340604359,135,0.469888219,0.056365997,0.043821459,1.05,28
D028,S001,O004,8,95,2.954209362,544,0.015441285,0.39993713,0.047767101,1.05,12
D028,S002,O061,8,95,2.954209362,27,0.381805437,0.01616482,0.491613692,1.05,4
D028,S003,O084,8,95,2.954209362,797,0.372992677,0.000386491,0.00152113,1.05,169
D028,S004,O040,8,95,2.954209362,585,0.392959459,0.39457393,0.498815231,1.05,30
D028,S005,O074,8,95,2.954209362,36,0.042568944,0.004280635,0.087293441,1.05,3
D028,S006,O014,8,95,2.954209362,505,0.055050564,0.385744929,0.323573274,1.05,126
D028,S007,O095,8,95,2.954209362,29,0.365502327,0.314203797,0.177999519,1.05,3
D028,S008,O008,8,95,2.954209362,217,0.118365868,0.010264005,0.438577644,1.05,4
D028,S009,O044,8,95,2.954209362,721,0.432376139,0.324925408,0.144007894,1.05,148
D028,S010,O071,8,95,2.954209362,830,0.025772238,0.059916076,0.006124037,1.05,1
D028,S011,O005,8,95,2.954209362,472,0.458927508,0.08115278,0.018055532,1.05,8
D028,S012,O094,8,95,2.954209362,888,0.302089761,0.091469055,0.358945917,1.05,193
D028,S013,O049,8,95,2.954209362,33,0.068127718,0.327197905,0.351458552,1.05,6
D028,S014,O002,8,95,2.954209362,71,0.386957289,0.33590604,0.423756547,1.05,16
D028,S015,O009,8,95,2.954209362,39,0.272204984,0.243100415,0.446678,1.05,1
D028,S016,O096,8,95,2.954209362,91,0.16170145,0.264353919,0.069555674,1.05,20
D028,S017,O067,8,95,2.954209362,60,0.359928689,0.02076874,0.174232425,1.05,6
D028,S018,O037,8,95,2.954209362,232,0.083660283,0.374766445,0.463420281,1.05,16
D028,S019,O039,8,95,2.954209362,48,0.232718262,0.17994217,0.033136716,1.05,1
D028,S020,O029,8,95,2.954209362,744,0.31398409,0.144642217,0.380464816,1.05,47
D028,S021,O055,8,95,2.954209362,143,0.09821222,0.163666817,0.285033773,1.05,17
D028,S022,O075,8,95,2.954209362,31,0.495260113,0.154710174,0.269857669,1.05,5
D028,S023,O052,8,95,2.954209362,249,0.293109713,0.381495942,0.29384703,1.05,30
D028,S024,O020,8,95,2.954209362,113,0.348269976,0.095285863,0.409466489,1.05,28
D028,S025,O023,8,95,2.954209362,410,0.214451437,0.12789836,0.094002538,1.05,34
D028,S026,O069,8,95,2.954209362,600,0.193256125,0.259153683,0.18565311,1.05,107
D028,S027,O054,8,95,2.954209362,70,0.483939677,0.225369653,0.039302168,1.05,11
D028,S028,O063,8,95,2.954209362,159,0.167777479,0.069957712,0.130372357,1.05,38
D028,S029,O058,8,95,2.954209362,22,0.090722232,0.036785238,0.101049312,1.05,4
D028,S030,O042,8,95,2.954209362,533,0.049123846,0.273615249,0.271891148,1.05,28
D028,S031,O083,8,95,2.954209362,89,0.002629244,0.11891721,0.012340148,1.05,13
D028,S032,O086,8,95,2.954209362,135,0.469888219,0.056365997,0.043821459,1.05,28
D029,S001,O004,6,1106,1.215069684,544,0.015441285,0.39993713,0.047767101,1.05,12
D029,S002,O061,6,1106,1.215069684,27,0.381805437,0.01616482,0.491613692,1.05,4
D029,S003,O084,6,1106,1.215069684,797,0.372992677,0.000386491,0.00152113,1.05,169
D029,S004,O040,6,1106,1.215069684,585,0.392959459,0.39457393,0.498815231,1.05,30
D029,S005,O074,6,1106,1.215069684,36,0.042568944,0.004280635,0.087293441,1.05,3
D029,S006,O014,6,1106,1.215069684,505,0.055050564,0.385744929,0.323573274,1.05,126
D029,S007,O095,6,1106,1.215069684,29,0.365502327,0.314203797,0.177999519,1.05,3
D029,S008,O008,6,1106,1.215069684,217,0.118365868,0.010264005,0.438577644,1.05,4
D029,S009,O044,6,1106,1.215069684,721,0.432376139,0.324925408,0.144007894,1.05,148
D029,S010,O071,6,1106,1.215069684,830,0.025772238,0.059916076,0.006124037,1.05,1
D029,S011,O005,6,1106,1.215069684,472,0.458927508,0.08115278,0.018055532,1.05,8
D029,S012,O094,6,1106,1.215069684,888,0.302089761,0.091469055,0.358945917,1.05,193
D029,S013,O049,6,1106,1.215069684,33,0.068127718,0.327197905,0.351458552,1.05,6
D029,S014,O002,6,1106,1.215069684,71,0.386957289,0.33590604,0.423756547,1.05,16
D029,S015,O009,6,1106,1.215069684,39,0.272204984,0.243100415,0.446678,1.05,1
D029,S016,O096,6,1106,1.215069684,91,0.16170145,0.264353919,0.069555674,1.05,20
D029,S017,O067,6,1106,1.215069684,60,0.359928689,0.02076874,0.174232425,1.05,6
D029,S018,O037,6,1106,1.215069684,232,0.083660283,0.374766445,0.463420281,1.05,16
D029,S019,O039,6,1106,1.215069684,48,0.232718262,0.17994217,0.033136716,1.05,1
D029,S020,O029,6,1106,1.215069684,744,0.31398409,0.144642217,0.380464816,1.05,47
D029,S021,O055,6,1106,1.215069684,143,0.09821222,0.163666817,0.285033773,1.05,17
D029,S022,O075,6,1106,1.215069684,31,0.495260113,0.154710174,0.269857669,1.05,5
D029,S023,O052,6,1106,1.215069684,249,0.293109713,0.381495942,0.29384703,1.05,30
D029,S024,O020,6,1106,1.215069684,113,0.348269976,0.095285863,0.409466489,1.05,28
D029,S025,O023,6,1106,1.215069684,410,0.214451437,0.12789836,0.094002538,1.05,34
D029,S026,O069,6,1106,1.215069684,600,0.193256125,0.259153683,0.18565311,1.05,107
D029,S027,O054,6,1106,1.215069684,70,0.483939677,0.225369653,0.039302168,1.05,11
D029,S028,O063,6,1106,1.215069684,159,0.167777479,0.069957712,0.130372357,1.05,38
D029,S029,O058,6,1106,1.215069684,22,0.090722232,0.036785238,0.101049312,1.05,4
D029,S030,O042,6,1106,1.215069684,533,0.049123846,0.273615249,0.271891148,1.05,28
D029,S031,O083,6,1106,1.215069684,89,0.002629244,0.11891721,0.012340148,1.05,13
D029,S032,O086,6,1106,1.215069684,135,0.469888219,0.056365997,0.043821459,1.05,28
D030,S001,O004,3,921,3.850160423,544,0.015441285,0.39993713,0.047767101,1.05,12
D030,S002,O061,3,921,3.850160423,27,0.381805437,0.01616482,0.491613692,1.05,4
D030,S003,O084,3,921,3.850160423,797,0.372992677,0.000386491,0.00152113,1.05,169
D030,S004,O040,3,921,3.850160423,585,0.392959459,0.39457393,0.498815231,1.05,30
D030,S005,O074,3,921,3.850160423,36,0.042568944,0.004280635,0.087293441,1.05,3
D030,S006,O014,3,921,3.850160423,505,0.055050564,0.385744929,0.323573274,1.05,126
D030,S007,O095,3,921,3.850160423,29,0.365502327,0.314203797,0.177999519,1.05,3
D030,S008,O008,3,921,3.850160423,217,0.118365868,0.010264005,0.438577644,1.05,4
D030,S009,O044,3,921,3.850160423,721,0.432376139,0.324925408,0.144007894,1.05,148
D030,S010,O071,3,921,3.850160423,830,0.025772238,0.059916076,0.006124037,1.05,1
D030,S011,O005,3,921,3.850160423,472,0.458927508,0.08115278,0.018055532,1.05,8
D030,S012,O094,3,921,3.850160423,888,0.302089761,0.091469055,0.358945917,1.05,193
D030,S013,O049,3,921,3.850160423,33,0.068127718,0.327197905,0.351458552,1.05,6
D030,S014,O002,3,921,3.850160423,71,0.386957289,0.33590604,0.423756547,1.05,16
D030,S015,O009,3,921,3.850160423,39,0.272204984,0.243100415,0.446678,1.05,1
D030,S016,O096,3,921,3.850160423,91,0.16170145,0.264353919,0.069555674,1.05,20
D030,S017,O067,3,921,3.850160423,60,0.359928689,0.02076874,0.174232425,1.05,6
D030,S018,O037,3,921,3.850160423,232,0.083660283,0.374766445,0.463420281,1.05,16
D030,S019,O039,3,921,3.850160423,48,0.232718262,0.17994217,0.033136716,1.05,1
D030,S020,O029,3,921,3.850160423,744,0.31398409,0.144642217,0.380464816,1.05,47
D030,S021,O055,3,921,3.850160423,143,0.09821222,0.163666817,0.285033773,1.05,17
D030,S022,O075,3,921,3.850160423,31,0.495260113,0.154710174,0.269857669,1.05,5
D030,S023,O052,3,921,3.850160423,249,0.293109713,0.381495942,0.29384703,1.05,30
D030,S024,O020,3,921,3.850160423,113,0.348269976,0.095285863,0.409466489,1.05,28
D030,S025,O023,3,921,3.850160423,410,0.214451437,0.12789836,0.094002538,1.05,34
D030,S026,O069,3,921,3.850160423,600,0.193256125,0.259153683,0.18565311,1.05,107
D030,S027,O054,3,921,3.850160423,70,0.483939677,0.225369653,0.039302168,1.05,11
D030,S028,O063,3,921,3.850160423,159,0.167777479,0.069957712,0.130372357,1.05,38
D030,S029,O058,3,921,3.850160423,22,0.090722232,0.036785238,0.101049312,1.05,4
D030,S030,O042,3,921,3.850160423,533,0.049123846,0.273615249,0.271891148,1.05,28
D030,S031,O083,3,921,3.850160423,89,0.002629244,0.11891721,0.012340148,1.05,13
D030,S032,O086,3,921,3.850160423,135,0.469888219,0.056365997,0.043821459,1.05,28
D031,S001,O004,2,330,5.500368216,544,0.015441285,0.39993713,0.047767101,1.05,12
D031,S002,O061,2,330,5.500368216,27,0.381805437,0.01616482,0.491613692,1.05,4
D031,S003,O084,2,330,5.500368216,797,0.372992677,0.000386491,0.00152113,1.05,169
D031,S004,O040,2,330,5.500368216,585,0.392959459,0.39457393,0.498815231,1.05,30
D031,S005,O074,2,330,5.500368216,36,0.042568944,0.004280635,0.087293441,1.05,3
D031,S006,O014,2,330,5.500368216,505,0.055050564,0.385744929,0.323573274,1.05,126
D031,S007,O095,2,330,5.500368216,29,0.365502327,0.314203797,0.177999519,1.05,3
D031,S008,O008,2,330,5.500368216,217,0.118365868,0.010264005,0.438577644,1.05,4
D031,S009,O044,2,330,5.500368216,721,0.432376139,0.324925408,0.144007894,1.05,148
D031,S010,O071,2,330,5.500368216,830,0.025772238,0.059916076,0.006124037,1.05,1
D031,S011,O005,2,330,5.500368216,472,0.458927508,0.08115278,0.018055532,1.05,8
D031,S012,O094,2,330,5.500368216,888,0.302089761,0.091469055,0.358945917,1.05,193
D031,S013,O049,2,330,5.500368216,33,0.068127718,0.327197905,0.351458552,1.05,6
D031,S014,O002,2,330,5.500368216,71,0.386957289,0.33590604,0.423756547,1.05,16
D031,S015,O009,2,330,5.500368216,39,0.272204984,0.243100415,0.446678,1.05,1
D031,S016,O096,2,330,5.500368216,91,0.16170145,0.264353919,0.069555674,1.05,20
D031,S017,O067,2,330,5.500368216,60,0.359928689,0.02076874,0.174232425,1.05,6
D031,S018,O037,2,330,5.500368216,232,0.083660283,0.374766445,0.463420281,1.05,16
D031,S019,O039,2,330,5.500368216,48,0.232718262,0.17994217,0.033136716,1.05,1
D031,S020,O029,2,330,5.500368216,744,0.31398409,0.144642217,0.380464816,1.05,47
D031,S021,O055,2,330,5.500368216,143,0.09821222,0.163666817,0.285033773,1.05,17
D031,S022,O075,2,330,5.500368216,31,0.495260113,0.154710174,0.269857669,1.05,5
D031,S023,O052,2,330,5.500368216,249,0.293109713,0.381495942,0.29384703,1.05,30
D031,S024,O020,2,330,5.500368216,113,0.348269976,0.095285863,0.409466489,1.05,28
D031,S025,O023,2,330,5.500368216,410,0.214451437,0.12789836,0.094002538,1.05,34
D031,S026,O069,2,330,5.500368216,600,0.193256125,0.259153683,0.18565311,1.05,107
D031,S027,O054,2,330,5.500368216,70,0.483939677,0.225369653,0.039302168,1.05,11
D031,S028,O063,2,330,5.500368216,159,0.167777479,0.069957712,0.130372357,1.05,38
D031,S029,O058,2,330,5.500368216,22,0.090722232,0.036785238,0.101049312,1.05,4
D031,S030,O042,2,330,5.500368216,533,0.049123846,0.273615249,0.271891148,1.05,28
D031,S031,O083,2,330,5.500368216,89,0.002629244,0.11891721,0.012340148,1.05,13
D031,S032,O086,2,330,5.500368216,135,0.469888219,0.056365997,0.043821459,1.05,28
D032,S001,O004,8,69,0.62871001,544,0.015441285,0.39993713,0.047767101,1.05,12
D032,S002,O061,8,69,0.62871001,27,0.381805437,0.01616482,0.491613692,1.05,4
D032,S003,O084,8,69,0.62871001,797,0.372992677,0.000386491,0.00152113,1.05,169
D032,S004,O040,8,69,0.62871001,585,0.392959459,0.39457393,0.498815231,1.05,30
D032,S005,O074,8,69,0.62871001,36,0.042568944,0.004280635,0.087293441,1.05,3
D032,S006,O014,8,69,0.62871001,505,0.055050564,0.385744929,0.323573274,1.05,126
D032,S007,O095,8,69,0.62871001,29,0.365502327,0.314203797,0.177999519,1.05,3
D032,S008,O008,8,69,0.62871001,217,0.118365868,0.010264005,0.438577644,1.05,4
D032,S009,O044,8,69,0.62871001,721,0.432376139,0.324925408,0.144007894,1.05,148
D032,S010,O071,8,69,0.62871001,830,0.025772238,0.059916076,0.006124037,1.05,1
D032,S011,O005,8,69,0.62871001,472,0.458927508,0.08115278,0.018055532,1.05,8
D032,S012,O094,8,69,0.62871001,888,0.302089761,0.091469055,0.358945917,1.05,193
D032,S013,O049,8,69,0.62871001,33,0.068127718,0.327197905,0.351458552,1.05,6
D032,S014,O002,8,69,0.62871001,71,0.386957289,0.33590604,0.423756547,1.05,16
D032,S015,O009,8,69,0.62871001,39,0.272204984,0.243100415,0.446678,1.05,1
D032,S016,O096,8,69,0.62871001,91,0.16170145,0.264353919,0.069555674,1.05,20
D032,S017,O067,8,69,0.62871001,60,0.359928689,0.02076874,0.174232425,1.05,6
D032,S018,O037,8,69,0.62871001,232,0.083660283,0.374766445,0.463420281,1.05,16
D032,S019,O039,8,69,0.62871001,48,0.232718262,0.17994217,0.033136716,1.05,1
D032,S020,O029,8,69,0.62871001,744,0.31398409,0.144642217,0.380464816,1.05,47
D032,S021,O055,8,69,0.62871001,143,0.09821222,0.163666817,0.285033773,1.05,17
D032,S022,O075,8,69,0.62871001,31,0.495260113,0.154710174,0.269857669,1.05,5
D032,S023,O052,8,69,0.62871001,249,0.293109713,0.381495942,0.29384703,1.05,30
D032,S024,O020,8,69,0.62871001,113,0.348269976,0.095285863,0.409466489,1.05,28
D032,S025,O023,8,69,0.62871001,410,0.214451437,0.12789836,0.094002538,1.05,34
D032,S026,O069,8,69,0.62871001,600,0.193256125,0.259153683,0.18565311,1.05,107
D032,S027,O054,8,69,0.62871001,70,0.483939677,0.225369653,0.039302168,1.05,11
D032,S028,O063,8,69,0.62871001,159,0.167777479,0.069957712,0.130372357,1.05,38
D032,S029,O058,8,69,0.62871001,22,0.090722232,0.036785238,0.101049312,1.05,4
D032,S030,O042,8,69,0.62871001,533,0.049123846,0.273615249,0.271891148,1.05,28
D032,S031,O083,8,69,0.62871001,89,0.002629244,0.11891721,0.012340148,1.05,13
D032,S032,O086,8,69,0.62871001,135,0.469888219,0.056365997,0.043821459,1.05,28
D033,S001,O004,7,91,2.174956508,544,0.015441285,0.39993713,0.047767101,1.05,12
D033,S002,O061,7,91,2.174956508,27,0.381805437,0.01616482,0.491613692,1.05,4
D033,S003,O084,7,91,2.174956508,797,0.372992677,0.000386491,0.00152113,1.05,169
D033,S004,O040,7,91,2.174956508,585,0.392959459,0.39457393,0.498815231,1.05,30
D033,S005,O074,7,91,2.174956508,36,0.042568944,0.004280635,0.087293441,1.05,3
D033,S006,O014,7,91,2.174956508,505,0.055050564,0.385744929,0.323573274,1.05,126
D033,S007,O095,7,91,2.174956508,29,0.365502327,0.314203797,0.177999519,1.05,3
D033,S008,O008,7,91,2.174956508,217,0.118365868,0.010264005,0.438577644,1.05,4
D033,S009,O044,7,91,2.174956508,721,0.432376139,0.324925408,0.144007894,1.05,148
D033,S010,O071,7,91,2.174956508,830,0.025772238,0.059916076,0.006124037,1.05,1
D033,S011,O005,7,91,2.174956508,472,0.458927508,0.08115278,0.018055532,1.05,8
D033,S012,O094,7,91,2.174956508,888,0.302089761,0.091469055,0.358945917,1.05,193
D033,S013,O049,7,91,2.174956508,33,0.068127718,0.327197905,0.351458552,1.05,6
D033,S014,O002,7,91,2.174956508,71,0.386957289,0.33590604,0.423756547,1.05,16
D033,S015,O009,7,91,2.174956508,39,0.272204984,0.243100415,0.446678,1.05,1
D033,S016,O096,7,91,2.174956508,91,0.16170145,0.264353919,0.069555674,1.05,20
D033,S017,O067,7,91,2.174956508,60,0.359928689,0.02076874,0.174232425,1.05,6
D033,S018,O037,7,91,2.174956508,232,0.083660283,0.374766445,0.463420281,1.05,16
D033,S019,O039,7,91,2.174956508,48,0.232718262,0.17994217,0.033136716,1.05,1
D033,S020,O029,7,91,2.174956508,744,0.31398409,0.144642217,0.380464816,1.05,47
D033,S021,O055,7,91,2.174956508,143,0.09821222,0.163666817,0.285033773,1.05,17
D033,S022,O075,7,91,2.174956508,31,0.495260113,0.154710174,0.269857669,1.05,5
D033,S023,O052,7,91,2.174956508,249,0.293109713,0.381495942,0.29384703,1.05,30
D033,S024,O020,7,91,2.174956508,113,0.348269976,0.095285863,0.409466489,1.05,28
D033,S025,O023,7,91,2.174956508,410,0.214451437,0.12789836,0.094002538,1.05,34
D033,S026,O069,7,91,2.174956508,600,0.193256125,0.259153683,0.18565311,1.05,107
D033,S027,O054,7,91,2.174956508,70,0.483939677,0.225369653,0.039302168,1.05,11
D033,S028,O063,7,91,2.174956508,159,0.167777479,0.069957712,0.130372357,1.05,38
D033,S029,O058,7,91,2.174956508,22,0.090722232,0.036785238,0.101049312,1.05,4
D033,S030,O042,7,91,2.174956508,533,0.049123846,0.273615249,0.271891148,1.05,28
D033,S031,O083,7,91,2.174956508,89,0.002629244,0.11891721,0.012340148,1.05,13
D033,S032,O086,7,91,2.174956508,135,0.469888219,0.056365997,0.043821459,1.05,28
D034,S001,O004,4,123,0.496955863,544,0.015441285,0.39993713,0.047767101,1.05,12
D034,S002,O061,4,123,0.496955863,27,0.381805437,0.01616482,0.491613692,1.05,4
D034,S003,O084,4,123,0.496955863,797,0.372992677,0.000386491,0.00152113,1.05,169
D034,S004,O040,4,123,0.496955863,585,0.392959459,0.39457393,0.498815231,1.05,30
D034,S005,O074,4,123,0.496955863,36,0.042568944,0.004280635,0.087293441,1.05,3
D034,S006,O014,4,123,0.496955863,505,0.055050564,0.385744929,0.323573274,1.05,126
D034,S007,O095,4,123,0.496955863,29,0.365502327,0.314203797,0.177999519,1.05,3
D034,S008,O008,4,123,0.496955863,217,0.118365868,0.010264005,0.438577644,1.05,4
D034,S009,O044,4,123,0.496955863,721,0.432376139,0.324925408,0.144007894,1.05,148
D034,S010,O071,4,123,0.496955863,830,0.025772238,0.059916076,0.006124037,1.05,1
D034,S011,O005,4,123,0.496955863,472,0.458927508,0.08115278,0.018055532,1.05,8
D034,S012,O094,4,123,0.496955863,888,0.302089761,0.091469055,0.358945917,1.05,193
D034,S013,O049,4,123,0.496955863,33,0.068127718,0.327197905,0.351458552,1.05,6
D034,S014,O002,4,123,0.496955863,71,0.386957289,0.33590604,0.423756547,1.05,16
D034,S015,O009,4,123,0.496955863,39,0.272204984,0.243100415,0.446678,1.05,1
D034,S016,O096,4,123,0.496955863,91,0.16170145,0.264353919,0.069555674,1.05,20
D034,S017,O067,4,123,0.496955863,60,0.359928689,0.02076874,0.174232425,1.05,6
D034,S018,O037,4,123,0.496955863,232,0.083660283,0.374766445,0.463420281,1.05,16
D034,S019,O039,4,123,0.496955863,48,0.232718262,0.17994217,0.033136716,1.05,1
D034,S020,O029,4,123,0.496955863,744,0.31398409,0.144642217,0.380464816,1.05,47
D034,S021,O055,4,123,0.496955863,143,0.09821222,0.163666817,0.285033773,1.05,17
D034,S022,O075,4,123,0.496955863,31,0.495260113,0.154710174,0.269857669,1.05,5
D034,S023,O052,4,123,0.496955863,249,0.293109713,0.381495942,0.29384703,1.05,30
D034,S024,O020,4,123,0.496955863,113,0.348269976,0.095285863,0.409466489,1.05,28
D034,S025,O023,4,123,0.496955863,410,0.214451437,0.12789836,0.094002538,1.05,34
D034,S026,O069,4,123,0.496955863,600,0.193256125,0.259153683,0.18565311,1.05,107
D034,S027,O054,4,123,0.496955863,70,0.483939677,0.225369653,0.039302168,1.05,11
D034,S028,O063,4,123,0.496955863,159,0.167777479,0.069957712,0.130372357,1.05,38
D034,S029,O058,4,123,0.496955863,22,0.090722232,0.036785238,0.101049312,1.05,4
D034,S030,O042,4,123,0.496955863,533,0.049123846,0.273615249,0.271891148,1.05,28
D034,S031,O083,4,123,0.496955863,89,0.002629244,0.11891721,0.012340148,1.05,13
D034,S032,O086,4,123,0.496955863,135,0.469888219,0.056365997,0.043821459,1.05,28
D035,S001,O004,1,62,0.375666448,544,0.015441285,0.39993713,0.047767101,1.05,12
D035,S002,O061,1,62,0.375666448,27,0.381805437,0.01616482,0.491613692,1.05,4
D035,S003,O084,1,62,0.375666448,797,0.372992677,0.000386491,0.00152113,1.05,169
D035,S004,O040,1,62,0.375666448,585,0.392959459,0.39457393,0.498815231,1.05,30
D035,S005,O074,1,62,0.375666448,36,0.042568944,0.004280635,0.087293441,1.05,3
D035,S006,O014,1,62,0.375666448,505,0.055050564,0.385744929,0.323573274,1.05,126
D035,S007,O095,1,62,0.375666448,29,0.365502327,0.314203797,0.177999519,1.05,3
D035,S008,O008,1,62,0.375666448,217,0.118365868,0.010264005,0.438577644,1.05,4
D035,S009,O044,1,62,0.375666448,721,0.432376139,0.324925408,0.144007894,1.05,148
D035,S010,O071,1,62,0.375666448,830,0.025772238,0.059916076,0.006124037,1.05,1
D035,S011,O005,1,62,0.375666448,472,0.458927508,0.08115278,0.018055532,1.05,8
D035,S012,O094,1,62,0.375666448,888,0.302089761,0.091469055,0.358945917,1.05,193
D035,S013,O049,1,62,0.375666448,33,0.068127718,0.327197905,0.351458552,1.05,6
D035,S014,O002,1,62,0.375666448,71,0.386957289,0.33590604,0.423756547,1.05,16
D035,S015,O009,1,62,0.375666448,39,0.272204984,0.243100415,0.446678,1.05,1
D035,S016,O096,1,62,0.375666448,91,0.16170145,0.264353919,0.069555674,1.05,20
D035,S017,O067,1,62,0.375666448,60,0.359928689,0.02076874,0.174232425,1.05,6
D035,S018,O037,1,62,0.375666448,232,0.083660283,0.374766445,0.463420281,1.05,16
D035,S019,O039,1,62,0.375666448,48,0.232718262,0.17994217,0.033136716,1.05,1
D035,S020,O029,1,62,0.375666448,744,0.31398409,0.144642217,0.380464816,1.05,47
D035,S021,O055,1,62,0.375666448,143,0.09821222,0.163666817,0.285033773,1.05,17
D035,S022,O075,1,62,0.375666448,31,0.495260113,0.154710174,0.269857669,1.05,5
D035,S023,O052,1,62,0.375666448,249,0.293109713,0.381495942,0.29384703,1.05,30
D035,S024,O020,1,62,0.375666448,113,0.348269976,0.095285863,0.409466489,1.05,28
D035,S025,O023,1,62,0.375666448,410,0.214451437,0.12789836,0.094002538,1.05,34
D035,S026,O069,1,62,0.375666448,600,0.193256125,0.259153683,0.18565311,1.05,107
D035,S027,O054,1,62,0.375666448,70,0.483939677,0.225369653,0.039302168,1.05,11
D035,S028,O063,1,62,0.375666448,159,0.167777479,0.069957712,0.130372357,1.05,38
D035,S029,O058,1,62,0.375666448,22,0.090722232,0.036785238,0.101049312,1.05,4
D035,S030,O042,1,62,0.375666448,533,0.049123846,0.273615249,0.271891148,1.05,28
D035,S031,O083,1,62,0.375666448,89,0.002629244,0.11891721,0.012340148,1.05,13
D035,S032,O086,1,62,0.375666448,135,0.469888219,0.056365997,0.043821459,1.05,28
D036,S001,O004,6,138,1.948187769,544,0.015441285,0.39993713,0.047767101,1.05,12
D036,S002,O061,6,138,1.948187769,27,0.381805437,0.01616482,0.491613692,1.05,4
D036,S003,O084,6,138,1.948187769,797,0.372992677,0.000386491,0.00152113,1.05,169
D036,S004,O040,6,138,1.948187769,585,0.392959459,0.39457393,0.498815231,1.05,30
D036,S005,O074,6,138,1.948187769,36,0.042568944,0.004280635,0.087293441,1.05,3
D036,S006,O014,6,138,1.948187769,505,0.055050564,0.385744929,0.323573274,1.05,126
D036,S007,O095,6,138,1.948187769,29,0.365502327,0.314203797,0.177999519,1.05,3
D036,S008,O008,6,138,1.948187769,217,0.118365868,0.010264005,0.438577644,1.05,4
D036,S009,O044,6,138,1.948187769,721,0.432376139,0.324925408,0.144007894,1.05,148
D036,S010,O071,6,138,1.948187769,830,0.025772238,0.059916076,0.006124037,1.05,1
D036,S011,O005,6,138,1.948187769,472,0.458927508,0.08115278,0.018055532,1.05,8
D036,S012,O094,6,138,1.948187769,888,0.302089761,0.091469055,0.358945917,1.05,193
D036,S013,O049,6,138,1.948187769,33,0.068127718,0.327197905,0.351458552,1.05,6
D036,S014,O002,6,138,1.948187769,71,0.386957289,0.33590604,0.423756547,1.05,16
D036,S015,O009,6,138,1.948187769,39,0.272204984,0.243100415,0.446678,1.05,1
D036,S016,O096,6,138,1.948187769,91,0.16170145,0.264353919,0.069555674,1.05,20
D036,S017,O067,6,138,1.948187769,60,0.359928689,0.02076874,0.174232425,1.05,6
D036,S018,O037,6,138,1.948187769,232,0.083660283,0.374766445,0.463420281,1.05,16
D036,S019,O039,6,138,1.948187769,48,0.232718262,0.17994217,0.033136716,1.05,1
D036,S020,O029,6,138,1.948187769,744,0.31398409,0.144642217,0.380464816,1.05,47
D036,S021,O055,6,138,1.948187769,143,0.09821222,0.163666817,0.285033773,1.05,17
D036,S022,O075,6,138,1.948187769,31,0.495260113,0.154710174,0.269857669,1.05,5
D036,S023,O052,6,138,1.948187769,249,0.293109713,0.381495942,0.29384703,1.05,30
D036,S024,O020,6,138,1.948187769,113,0.348269976,0.095285863,0.409466489,1.05,28
D036,S025,O023,6,138,1.948187769,410,0.214451437,0.12789836,0.094002538,1.05,34
D036,S026,O069,6,138,1.948187769,600,0.193256125,0.259153683,0.18565311,1.05,107
D036,S027,O054,6,138,1.948187769,70,0.483939677,0.225369653,0.039302168,1.05,11
D036,S028,O063,6,138,1.948187769,159,0.167777479,0.069957712,0.130372357,1.05,38
D036,S029,O058,6,138,1.948187769,22,0.090722232,0.036785238,0.101049312,1.05,4
D036,S030,O042,6,138,1.948187769,533,0.049123846,0.273615249,0.271891148,1.05,28
D036,S031,O083,6,138,1.948187769,89,0.002629244,0.11891721,0.012340148,1.05,13
D036,S032,O086,6,138,1.948187769,135,0.469888219,0.056365997,0.043821459,1.05,28
D037,S001,O004,2,436,3.335577859,544,0.015441285,0.39993713,0.047767101,1.05,12
D037,S002,O061,2,436,3.335577859,27,0.381805437,0.01616482,0.491613692,1.05,4
D037,S003,O084,2,436,3.335577859,797,0.372992677,0.000386491,0.00152113,1.05,169
D037,S004,O040,2,436,3.335577859,585,0.392959459,0.39457393,0.498815231,1.05,30
D037,S005,O074,2,436,3.335577859,36,0.042568944,0.004280635,0.087293441,1.05,3
D037,S006,O014,2,436,3.335577859,505,0.055050564,0.385744929,0.323573274,1.05,126
D037,S007,O095,2,436,3.335577859,29,0.365502327,0.314203797,0.177999519,1.05,3
D037,S008,O008,2,436,3.335577859,217,0.118365868,0.010264005,0.438577644,1.05,4
D037,S009,O044,2,436,3.335577859,721,0.432376139,0.324925408,0.144007894,1.05,148
D037,S010,O071,2,436,3.335577859,830,0.025772238,0.059916076,0.006124037,1.05,1
D037,S011,O005,2,436,3.335577859,472,0.458927508,0.08115278,0.018055532,1.05,8
D037,S012,O094,2,436,3.335577859,888,0.302089761,0.091469055,0.358945917,1.05,193
D037,S013,O049,2,436,3.335577859,33,0.068127718,0.327197905,0.351458552,1.05,6
D037,S014,O002,2,436,3.335577859,71,0.386957289,0.33590604,0.423756547,1.05,16
D037,S015,O009,2,436,3.335577859,39,0.272204984,0.243100415,0.446678,1.05,1
D037,S016,O096,2,436,3.335577859,91,0.16170145,0.264353919,0.069555674,1.05,20
