design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,transaction_arrival_rate
D031,S025,O006,2,330,5.500368216,612,0.351754303,0.257897057,0.260304956,90,35.00234319
D031,S026,O010,2,330,5.500368216,451,0.052883935,0.358161718,0.236761336,42,35.00234319
D031,S027,O080,2,330,5.500368216,42,0.40076867,0.158141091,0.247798621,9,35.00234319
D031,S028,O011,2,330,5.500368216,74,0.144332149,0.165813474,0.385639579,14,35.00234319
D031,S029,O086,2,330,5.500368216,982,0.199347615,0.312135777,0.001921653,110,35.00234319
D031,S030,O049,2,330,5.500368216,167,0.088317626,0.338602146,0.450648463,15,35.00234319
D031,S031,O038,2,330,5.500368216,541,0.023426649,0.269227699,0.314041207,106,35.00234319
D031,S032,O095,2,330,5.500368216,737,0.275444304,0.049819636,0.213727811,96,35.00234319
D032,S001,O040,8,69,0.62871001,22,0.132312725,0.387023034,0.48640877,1,19.13465249
D032,S002,O081,8,69,0.62871001,625,0.489155662,0.075116015,0.08373988,87,19.13465249
D032,S003,O024,8,69,0.62871001,558,0.01340343,0.303476888,0.066234207,102,19.13465249
D032,S004,O048,8,69,0.62871001,23,0.00021805,0.028031124,0.277887063,4,19.13465249
D032,S005,O061,8,69,0.62871001,504,0.370505912,0.3328803,0.491272741,97,19.13465249
D032,S006,O045,8,69,0.62871001,38,0.251921878,0.260723642,0.043585928,1,19.13465249
D032,S007,O069,8,69,0.62871001,761,0.152114511,0.215299072,0.367977204,1,19.13465249
D032,S008,O092,8,69,0.62871001,96,0.418898266,0.008705234,0.425829723,10,19.13465249
D032,S009,O074,8,69,0.62871001,27,0.164642573,0.30767454,0.244719524,6,19.13465249
D032,S010,O043,8,69,0.62871001,60,0.470149674,0.350184037,0.345788332,1,19.13465249
D032,S011,O054,8,69,0.62871001,29,0.443915181,0.25137144,0.497993332,6,19.13465249
D032,S012,O002,8,69,0.62871001,27,0.258752568,0.087770931,0.008640494,5,19.13465249
D032,S013,O001,8,69,0.62871001,277,0.102604459,0.043442589,0.194317089,68,19.13465249
D032,S014,O008,8,69,0.62871001,221,0.074747705,0.106527742,0.017441816,3,19.13465249
D032,S015,O015,8,69,0.62871001,209,0.451149983,0.236045833,0.154470026,51,19.13465249
D032,S016,O021,8,69,0.62871001,420,0.48022181,0.187407167,0.359386041,21,19.13465249
D032,S017,O082,8,69,0.62871001,165,0.435076568,0.000913393,0.024702354,3,19.13465249
D032,S018,O066,8,69,0.62871001,494,0.215122594,0.12849833,0.421195428,82,19.13465249
D032,S019,O089,8,69,0.62871001,65,0.160593613,0.12131002,0.43177507,4,19.13465249
D032,S020,O055,8,69,0.62871001,140,0.36567333,0.006141596,0.323833398,34,19.13465249
D032,S021,O019,8,69,0.62871001,346,0.328784836,0.382557414,0.459924272,20,19.13465249
D032,S022,O056,8,69,0.62871001,839,0.314045176,0.146767962,0.097912175,33,19.13465249
D032,S023,O085,8,69,0.62871001,121,0.235238901,0.36680338,0.28802825,18,19.13465249
D032,S024,O075,8,69,0.62871001,157,0.187375651,0.192115859,0.011697982,34,19.13465249
D032,S025,O006,8,69,0.62871001,612,0.351754303,0.257897057,0.260304956,90,19.13465249
D032,S026,O010,8,69,0.62871001,451,0.052883935,0.358161718,0.236761336,42,19.13465249
D032,S027,O080,8,69,0.62871001,42,0.40076867,0.158141091,0.247798621,9,19.13465249
D032,S028,O011,8,69,0.62871001,74,0.144332149,0.165813474,0.385639579,14,19.13465249
D032,S029,O086,8,69,0.62871001,982,0.199347615,0.312135777,0.001921653,110,19.13465249
D032,S030,O049,8,69,0.62871001,167,0.088317626,0.338602146,0.450648463,15,19.13465249
D032,S031,O038,8,69,0.62871001,541,0.023426649,0.269227699,0.314041207,106,19.13465249
D032,S032,O095,8,69,0.62871001,737,0.275444304,0.049819636,0.213727811,96,19.13465249
D033,S001,O040,7,91,2.174956508,22,0.132312725,0.387023034,0.48640877,1,50.19130404
D033,S002,O081,7,91,2.174956508,625,0.489155662,0.075116015,0.08373988,87,50.19130404
D033,S003,O024,7,91,2.174956508,558,0.01340343,0.303476888,0.066234207,102,50.19130404
D033,S004,O048,7,91,2.174956508,23,0.00021805,0.028031124,0.277887063,4,50.19130404
D033,S005,O061,7,91,2.174956508,504,0.370505912,0.3328803,0.491272741,97,50.19130404
D033,S006,O045,7,91,2.174956508,38,0.251921878,0.260723642,0.043585928,1,50.19130404
D033,S007,O069,7,91,2.174956508,761,0.152114511,0.215299072,0.367977204,1,50.19130404
D033,S008,O092,7,91,2.174956508,96,0.418898266,0.008705234,0.425829723,10,50.19130404
D033,S009,O074,7,91,2.174956508,27,0.164642573,0.30767454,0.244719524,6,50.19130404
D033,S010,O043,7,91,2.174956508,60,0.470149674,0.350184037,0.345788332,1,50.19130404
D033,S011,O054,7,91,2.174956508,29,0.443915181,0.25137144,0.497993332,6,50.19130404
D033,S012,O002,7,91,2.174956508,27,0.258752568,0.087770931,0.008640494,5,50.19130404
D033,S013,O001,7,91,2.174956508,277,0.102604459,0.043442589,0.194317089,68,50.19130404
D033,S014,O008,7,91,2.174956508,221,0.074747705,0.106527742,0.017441816,3,50.19130404
D033,S015,O015,7,91,2.174956508,209,0.451149983,0.236045833,0.154470026,51,50.19130404
D033,S016,O021,7,91,2.174956508,420,0.48022181,0.187407167,0.359386041,21,50.19130404
D033,S017,O082,7,91,2.174956508,165,0.435076568,0.000913393,0.024702354,3,50.19130404
D033,S018,O066,7,91,2.174956508,494,0.215122594,0.12849833,0.421195428,82,50.19130404
D033,S019,O089,7,91,2.174956508,65,0.160593613,0.12131002,0.43177507,4,50.19130404
D033,S020,O055,7,91,2.174956508,140,0.36567333,0.006141596,0.323833398,34,50.19130404
D033,S021,O019,7,91,2.174956508,346,0.328784836,0.382557414,0.459924272,20,50.19130404
D033,S022,O056,7,91,2.174956508,839,0.314045176,0.146767962,0.097912175,33,50.19130404
D033,S023,O085,7,91,2.174956508,121,0.235238901,0.36680338,0.28802825,18,50.19130404
D033,S024,O075,7,91,2.174956508,157,0.187375651,0.192115859,0.011697982,34,50.19130404
D033,S025,O006,7,91,2.174956508,612,0.351754303,0.257897057,0.260304956,90,50.19130404
D033,S026,O010,7,91,2.174956508,451,0.052883935,0.358161718,0.236761336,42,50.19130404
D033,S027,O080,7,91,2.174956508,42,0.40076867,0.158141091,0.247798621,9,50.19130404
D033,S028,O011,7,91,2.174956508,74,0.144332149,0.165813474,0.385639579,14,50.19130404
D033,S029,O086,7,91,2.174956508,982,0.199347615,0.312135777,0.001921653,110,50.19130404
D033,S030,O049,7,91,2.174956508,167,0.088317626,0.338602146,0.450648463,15,50.19130404
D033,S031,O038,7,91,2.174956508,541,0.023426649,0.269227699,0.314041207,106,50.19130404
D033,S032,O095,7,91,2.174956508,737,0.275444304,0.049819636,0.213727811,96,50.19130404
D034,S001,O040,4,123,0.496955863,22,0.132312725,0.387023034,0.48640877,1,8.484612294
D034,S002,O081,4,123,0.496955863,625,0.489155662,0.075116015,0.08373988,87,8.484612294
D034,S003,O024,4,123,0.496955863,558,0.01340343,0.303476888,0.066234207,102,8.484612294
D034,S004,O048,4,123,0.496955863,23,0.00021805,0.028031124,0.277887063,4,8.484612294
D034,S005,O061,4,123,0.496955863,504,0.370505912,0.3328803,0.491272741,97,8.484612294
D034,S006,O045,4,123,0.496955863,38,0.251921878,0.260723642,0.043585928,1,8.484612294
D034,S007,O069,4,123,0.496955863,761,0.152114511,0.215299072,0.367977204,1,8.484612294
D034,S008,O092,4,123,0.496955863,96,0.418898266,0.008705234,0.425829723,10,8.484612294
D034,S009,O074,4,123,0.496955863,27,0.164642573,0.30767454,0.244719524,6,8.484612294
D034,S010,O043,4,123,0.496955863,60,0.470149674,0.350184037,0.345788332,1,8.484612294
D034,S011,O054,4,123,0.496955863,29,0.443915181,0.25137144,0.497993332,6,8.484612294
D034,S012,O002,4,123,0.496955863,27,0.258752568,0.087770931,0.008640494,5,8.484612294
D034,S013,O001,4,123,0.496955863,277,0.102604459,0.043442589,0.194317089,68,8.484612294
D034,S014,O008,4,123,0.496955863,221,0.074747705,0.106527742,0.017441816,3,8.484612294
D034,S015,O015,4,123,0.496955863,209,0.451149983,0.236045833,0.154470026,51,8.484612294
D034,S016,O021,4,123,0.496955863,420,0.48022181,0.187407167,0.359386041,21,8.484612294
D034,S017,O082,4,123,0.496955863,165,0.435076568,0.000913393,0.024702354,3,8.484612294
D034,S018,O066,4,123,0.496955863,494,0.215122594,0.12849833,0.421195428,82,8.484612294
D034,S019,O089,4,123,0.496955863,65,0.160593613,0.12131002,0.43177507,4,8.484612294
D034,S020,O055,4,123,0.496955863,140,0.36567333,0.006141596,0.323833398,34,8.484612294
D034,S021,O019,4,123,0.496955863,346,0.328784836,0.382557414,0.459924272,20,8.484612294
D034,S022,O056,4,123,0.496955863,839,0.314045176,0.146767962,0.097912175,33,8.484612294
D034,S023,O085,4,123,0.496955863,121,0.235238901,0.36680338,0.28802825,18,8.484612294
D034,S024,O075,4,123,0.496955863,157,0.187375651,0.192115859,0.011697982,34,8.484612294
D034,S025,O006,4,123,0.496955863,612,0.351754303,0.257897057,0.260304956,90,8.484612294
D034,S026,O010,4,123,0.496955863,451,0.052883935,0.358161718,0.236761336,42,8.484612294
D034,S027,O080,4,123,0.496955863,42,0.40076867,0.158141091,0.247798621,9,8.484612294
D034,S028,O011,4,123,0.496955863,74,0.144332149,0.165813474,0.385639579,14,8.484612294
D034,S029,O086,4,123,0.496955863,982,0.199347615,0.312135777,0.001921653,110,8.484612294
D034,S030,O049,4,123,0.496955863,167,0.088317626,0.338602146,0.450648463,15,8.484612294
D034,S031,O038,4,123,0.496955863,541,0.023426649,0.269227699,0.314041207,106,8.484612294
D034,S032,O095,4,123,0.496955863,737,0.275444304,0.049819636,0.213727811,96,8.484612294
D035,S001,O040,1,62,0.375666448,22,0.132312725,0.387023034,0.48640877,1,12.72418615
D035,S002,O081,1,62,0.375666448,625,0.489155662,0.075116015,0.08373988,87,12.72418615
D035,S003,O024,1,62,0.375666448,558,0.01340343,0.303476888,0.066234207,102,12.72418615
D035,S004,O048,1,62,0.375666448,23,0.00021805,0.028031124,0.277887063,4,12.72418615
D035,S005,O061,1,62,0.375666448,504,0.370505912,0.3328803,0.491272741,97,12.72418615
D035,S006,O045,1,62,0.375666448,38,0.251921878,0.260723642,0.043585928,1,12.72418615
D035,S007,O069,1,62,0.375666448,761,0.152114511,0.215299072,0.367977204,1,12.72418615
D035,S008,O092,1,62,0.375666448,96,0.418898266,0.008705234,0.425829723,10,12.72418615
D035,S009,O074,1,62,0.375666448,27,0.164642573,0.30767454,0.244719524,6,12.72418615
D035,S010,O043,1,62,0.375666448,60,0.470149674,0.350184037,0.345788332,1,12.72418615
D035,S011,O054,1,62,0.375666448,29,0.443915181,0.25137144,0.497993332,6,12.72418615
D035,S012,O002,1,62,0.375666448,27,0.258752568,0.087770931,0.008640494,5,12.72418615
D035,S013,O001,1,62,0.375666448,277,0.102604459,0.043442589,0.194317089,68,12.72418615
D035,S014,O008,1,62,0.375666448,221,0.074747705,0.106527742,0.017441816,3,12.72418615
D035,S015,O015,1,62,0.375666448,209,0.451149983,0.236045833,0.154470026,51,12.72418615
D035,S016,O021,1,62,0.375666448,420,0.48022181,0.187407167,0.359386041,21,12.72418615
D035,S017,O082,1,62,0.375666448,165,0.435076568,0.000913393,0.024702354,3,12.72418615
D035,S018,O066,1,62,0.375666448,494,0.215122594,0.12849833,0.421195428,82,12.72418615
D035,S019,O089,1,62,0.375666448,65,0.160593613,0.12131002,0.43177507,4,12.72418615
D035,S020,O055,1,62,0.375666448,140,0.36567333,0.006141596,0.323833398,34,12.72418615
D035,S021,O019,1,62,0.375666448,346,0.328784836,0.382557414,0.459924272,20,12.72418615
D035,S022,O056,1,62,0.375666448,839,0.314045176,0.146767962,0.097912175,33,12.72418615
D035,S023,O085,1,62,0.375666448,121,0.235238901,0.36680338,0.28802825,18,12.72418615
D035,S024,O075,1,62,0.375666448,157,0.187375651,0.192115859,0.011697982,34,12.72418615
D035,S025,O006,1,62,0.375666448,612,0.351754303,0.257897057,0.260304956,90,12.72418615
D035,S026,O010,1,62,0.375666448,451,0.052883935,0.358161718,0.236761336,42,12.72418615
D035,S027,O080,1,62,0.375666448,42,0.40076867,0.158141091,0.247798621,9,12.72418615
D035,S028,O011,1,62,0.375666448,74,0.144332149,0.165813474,0.385639579,14,12.72418615
D035,S029,O086,1,62,0.375666448,982,0.199347615,0.312135777,0.001921653,110,12.72418615
D035,S030,O049,1,62,0.375666448,167,0.088317626,0.338602146,0.450648463,15,12.72418615
D035,S031,O038,1,62,0.375666448,541,0.023426649,0.269227699,0.314041207,106,12.72418615
D035,S032,O095,1,62,0.375666448,737,0.275444304,0.049819636,0.213727811,96,12.72418615
D036,S001,O040,6,138,1.948187769,22,0.132312725,0.387023034,0.48640877,1,29.64633561
D036,S002,O081,6,138,1.948187769,625,0.489155662,0.075116015,0.08373988,87,29.64633561
D036,S003,O024,6,138,1.948187769,558,0.01340343,0.303476888,0.066234207,102,29.64633561
D036,S004,O048,6,138,1.948187769,23,0.00021805,0.028031124,0.277887063,4,29.64633561
D036,S005,O061,6,138,1.948187769,504,0.370505912,0.3328803,0.491272741,97,29.64633561
D036,S006,O045,6,138,1.948187769,38,0.251921878,0.260723642,0.043585928,1,29.64633561
D036,S007,O069,6,138,1.948187769,761,0.152114511,0.215299072,0.367977204,1,29.64633561
D036,S008,O092,6,138,1.948187769,96,0.418898266,0.008705234,0.425829723,10,29.64633561
D036,S009,O074,6,138,1.948187769,27,0.164642573,0.30767454,0.244719524,6,29.64633561
D036,S010,O043,6,138,1.948187769,60,0.470149674,0.350184037,0.345788332,1,29.64633561
D036,S011,O054,6,138,1.948187769,29,0.443915181,0.25137144,0.497993332,6,29.64633561
D036,S012,O002,6,138,1.948187769,27,0.258752568,0.087770931,0.008640494,5,29.64633561
D036,S013,O001,6,138,1.948187769,277,0.102604459,0.043442589,0.194317089,68,29.64633561
D036,S014,O008,6,138,1.948187769,221,0.074747705,0.106527742,0.017441816,3,29.64633561
D036,S015,O015,6,138,1.948187769,209,0.451149983,0.236045833,0.154470026,51,29.64633561
D036,S016,O021,6,138,1.948187769,420,0.48022181,0.187407167,0.359386041,21,29.64633561
D036,S017,O082,6,138,1.948187769,165,0.435076568,0.000913393,0.024702354,3,29.64633561
D036,S018,O066,6,138,1.948187769,494,0.215122594,0.12849833,0.421195428,82,29.64633561
D036,S019,O089,6,138,1.948187769,65,0.160593613,0.12131002,0.43177507,4,29.64633561
D036,S020,O055,6,138,1.948187769,140,0.36567333,0.006141596,0.323833398,34,29.64633561
D036,S021,O019,6,138,1.948187769,346,0.328784836,0.382557414,0.459924272,20,29.64633561
D036,S022,O056,6,138,1.948187769,839,0.314045176,0.146767962,0.097912175,33,29.64633561
D036,S023,O085,6,138,1.948187769,121,0.235238901,0.36680338,0.28802825,18,29.64633561
D036,S024,O075,6,138,1.948187769,157,0.187375651,0.192115859,0.011697982,34,29.64633561
D036,S025,O006,6,138,1.948187769,612,0.351754303,0.257897057,0.260304956,90,29.64633561
D036,S026,O010,6,138,1.948187769,451,0.052883935,0.358161718,0.236761336,42,29.64633561
D036,S027,O080,6,138,1.948187769,42,0.40076867,0.158141091,0.247798621,9,29.64633561
D036,S028,O011,6,138,1.948187769,74,0.144332149,0.165813474,0.385639579,14,29.64633561
D036,S029,O086,6,138,1.948187769,982,0.199347615,0.312135777,0.001921653,110,29.64633561
D036,S030,O049,6,138,1.948187769,167,0.088317626,0.338602146,0.450648463,15,29.64633561
D036,S031,O038,6,138,1.948187769,541,0.023426649,0.269227699,0.314041207,106,29.64633561
D036,S032,O095,6,138,1.948187769,737,0.275444304,0.049819636,0.213727811,96,29.64633561
D037,S001,O040,2,436,3.335577859,22,0.132312725,0.387023034,0.48640877,1,16.06585666
D037,S002,O081,2,436,3.335577859,625,0.489155662,0.075116015,0.08373988,87,16.06585666
D037,S003,O024,2,436,3.335577859,558,0.01340343,0.303476888,0.066234207,102,16.06585666
D037,S004,O048,2,436,3.335577859,23,0.00021805,0.028031124,0.277887063,4,16.06585666
D037,S005,O061,2,436,3.335577859,504,0.370505912,0.3328803,0.491272741,97,16.06585666
D037,S006,O045,2,436,3.335577859,38,0.251921878,0.260723642,0.043585928,1,16.06585666
D037,S007,O069,2,436,3.335577859,761,0.152114511,0.215299072,0.367977204,1,16.06585666
D037,S008,O092,2,436,3.335577859,96,0.418898266,0.008705234,0.425829723,10,16.06585666
D037,S009,O074,2,436,3.335577859,27,0.164642573,0.30767454,0.244719524,6,16.06585666
D037,S010,O043,2,436,3.335577859,60,0.470149674,0.350184037,0.345788332,1,16.06585666
D037,S011,O054,2,436,3.335577859,29,0.443915181,0.25137144,0.497993332,6,16.06585666
D037,S012,O002,2,436,3.335577859,27,0.258752568,0.087770931,0.008640494,5,16.06585666
D037,S013,O001,2,436,3.335577859,277,0.102604459,0.043442589,0.194317089,68,16.06585666
D037,S014,O008,2,436,3.335577859,221,0.074747705,0.106527742,0.017441816,3,16.06585666
D037,S015,O015,2,436,3.335577859,209,0.451149983,0.236045833,0.154470026,51,16.06585666
D037,S016,O021,2,436,3.335577859,420,0.48022181,0.187407167,0.359386041,21,16.06585666
D037,S017,O082,2,436,3.335577859,165,0.435076568,0.000913393,0.024702354,3,16.06585666
D037,S018,O066,2,436,3.335577859,494,0.215122594,0.12849833,0.421195428,82,16.06585666
D037,S019,O089,2,436,3.335577859,65,0.160593613,0.12131002,0.43177507,4,16.06585666
D037,S020,O055,2,436,3.335577859,140,0.36567333,0.006141596,0.323833398,34,16.06585666
D037,S021,O019,2,436,3.335577859,346,0.328784836,0.382557414,0.459924272,20,16.06585666
D037,S022,O056,2,436,3.335577859,839,0.314045176,0.146767962,0.097912175,33,16.06585666
D037,S023,O085,2,436,3.335577859,121,0.235238901,0.36680338,0.28802825,18,16.06585666
D037,S024,O075,2,436,3.335577859,157,0.187375651,0.192115859,0.011697982,34,16.06585666
D037,S025,O006,2,436,3.335577859,612,0.351754303,0.257897057,0.260304956,90,16.06585666
D037,S026,O010,2,436,3.335577859,451,0.052883935,0.358161718,0.236761336,42,16.06585666
D037,S027,O080,2,436,3.335577859,42,0.40076867,0.158141091,0.247798621,9,16.06585666
D037,S028,O011,2,436,3.335577859,74,0.144332149,0.165813474,0.385639579,14,16.06585666
D037,S029,O086,2,436,3.335577859,982,0.199347615,0.312135777,0.001921653,110,16.06585666
D037,S030,O049,2,436,3.335577859,167,0.088317626,0.338602146,0.450648463,15,16.06585666
D037,S031,O038,2,436,3.335577859,541,0.023426649,0.269227699,0.314041207,106,16.06585666
D037,S032,O095,2,436,3.335577859,737,0.275444304,0.049819636,0.213727811,96,16.06585666
D038,S001,O040,1,86,1.467773761,22,0.132312725,0.387023034,0.48640877,1,35.84098719
D038,S002,O081,1,86,1.467773761,625,0.489155662,0.075116015,0.08373988,87,35.84098719
D038,S003,O024,1,86,1.467773761,558,0.01340343,0.303476888,0.066234207,102,35.84098719
D038,S004,O048,1,86,1.467773761,23,0.00021805,0.028031124,0.277887063,4,35.84098719
D038,S005,O061,1,86,1.467773761,504,0.370505912,0.3328803,0.491272741,97,35.84098719
D038,S006,O045,1,86,1.467773761,38,0.251921878,0.260723642,0.043585928,1,35.84098719
D038,S007,O069,1,86,1.467773761,761,0.152114511,0.215299072,0.367977204,1,35.84098719
D038,S008,O092,1,86,1.467773761,96,0.418898266,0.008705234,0.425829723,10,35.84098719
D038,S009,O074,1,86,1.467773761,27,0.164642573,0.30767454,0.244719524,6,35.84098719
D038,S010,O043,1,86,1.467773761,60,0.470149674,0.350184037,0.345788332,1,35.84098719
D038,S011,O054,1,86,1.467773761,29,0.443915181,0.25137144,0.497993332,6,35.84098719
D038,S012,O002,1,86,1.467773761,27,0.258752568,0.087770931,0.008640494,5,35.84098719
D038,S013,O001,1,86,1.467773761,277,0.102604459,0.043442589,0.194317089,68,35.84098719
D038,S014,O008,1,86,1.467773761,221,0.074747705,0.106527742,0.017441816,3,35.84098719
D038,S015,O015,1,86,1.467773761,209,0.451149983,0.236045833,0.154470026,51,35.84098719
D038,S016,O021,1,86,1.467773761,420,0.48022181,0.187407167,0.359386041,21,35.84098719
D038,S017,O082,1,86,1.467773761,165,0.435076568,0.000913393,0.024702354,3,35.84098719
D038,S018,O066,1,86,1.467773761,494,0.215122594,0.12849833,0.421195428,82,35.84098719
D038,S019,O089,1,86,1.467773761,65,0.160593613,0.12131002,0.43177507,4,35.84098719
D038,S020,O055,1,86,1.467773761,140,0.36567333,0.006141596,0.323833398,34,35.84098719
D038,S021,O019,1,86,1.467773761,346,0.328784836,0.382557414,0.459924272,20,35.84098719
D038,S022,O056,1,86,1.467773761,839,0.314045176,0.146767962,0.097912175,33,35.84098719
D038,S023,O085,1,86,1.467773761,121,0.235238901,0.36680338,0.28802825,18,35.84098719
D038,S024,O075,1,86,1.467773761,157,0.187375651,0.192115859,0.011697982,34,35.84098719
D038,S025,O006,1,86,1.467773761,612,0.351754303,0.257897057,0.260304956,90,35.84098719
D038,S026,O010,1,86,1.467773761,451,0.052883935,0.358161718,0.236761336,42,35.84098719
D038,S027,O080,1,86,1.467773761,42,0.40076867,0.158141091,0.247798621,9,35.84098719
D038,S028,O011,1,86,1.467773761,74,0.144332149,0.165813474,0.385639579,14,35.84098719
D038,S029,O086,1,86,1.467773761,982,0.199347615,0.312135777,0.001921653,110,35.84098719
D038,S030,O049,1,86,1.467773761,167,0.088317626,0.338602146,0.450648463,15,35.84098719
D038,S031,O038,1,86,1.467773761,541,0.023426649,0.269227699,0.314041207,106,35.84098719
D038,S032,O095,1,86,1.467773761,737,0.275444304,0.049819636,0.213727811,96,35.84098719
D039,S001,O040,7,767,6.727002821,22,0.132312725,0.387023034,0.48640877,1,18.41813028
D039,S002,O081,7,767,6.727002821,625,0.489155662,0.075116015,0.08373988,87,18.41813028
D039,S003,O024,7,767,6.727002821,558,0.01340343,0.303476888,0.066234207,102,18.41813028
D039,S004,O048,7,767,6.727002821,23,0.00021805,0.028031124,0.277887063,4,18.41813028
D039,S005,O061,7,767,6.727002821,504,0.370505912,0.3328803,0.491272741,97,18.41813028
D039,S006,O045,7,767,6.727002821,38,0.251921878,0.260723642,0.043585928,1,18.41813028
D039,S007,O069,7,767,6.727002821,761,0.152114511,0.215299072,0.367977204,1,18.41813028
D039,S008,O092,7,767,6.727002821,96,0.418898266,0.008705234,0.425829723,10,18.41813028
D039,S009,O074,7,767,6.727002821,27,0.164642573,0.30767454,0.244719524,6,18.41813028
D039,S010,O043,7,767,6.727002821,60,0.470149674,0.350184037,0.345788332,1,18.41813028
D039,S011,O054,7,767,6.727002821,29,0.443915181,0.25137144,0.497993332,6,18.41813028
D039,S012,O002,7,767,6.727002821,27,0.258752568,0.087770931,0.008640494,5,18.41813028
D039,S013,O001,7,767,6.727002821,277,0.102604459,0.043442589,0.194317089,68,18.41813028
D039,S014,O008,7,767,6.727002821,221,0.074747705,0.106527742,0.017441816,3,18.41813028
D039,S015,O015,7,767,6.727002821,209,0.451149983,0.236045833,0.154470026,51,18.41813028
D039,S016,O021,7,767,6.727002821,420,0.48022181,0.187407167,0.359386041,21,18.41813028
D039,S017,O082,7,767,6.727002821,165,0.435076568,0.000913393,0.024702354,3,18.41813028
D039,S018,O066,7,767,6.727002821,494,0.215122594,0.12849833,0.421195428,82,18.41813028
D039,S019,O089,7,767,6.727002821,65,0.160593613,0.12131002,0.43177507,4,18.41813028
D039,S020,O055,7,767,6.727002821,140,0.36567333,0.006141596,0.323833398,34,18.41813028
D039,S021,O019,7,767,6.727002821,346,0.328784836,0.382557414,0.459924272,20,18.41813028
D039,S022,O056,7,767,6.727002821,839,0.314045176,0.146767962,0.097912175,33,18.41813028
D039,S023,O085,7,767,6.727002821,121,0.235238901,0.36680338,0.28802825,18,18.41813028
D039,S024,O075,7,767,6.727002821,157,0.187375651,0.192115859,0.011697982,34,18.41813028
D039,S025,O006,7,767,6.727002821,612,0.351754303,0.257897057,0.260304956,90,18.41813028
D039,S026,O010,7,767,6.727002821,451,0.052883935,0.358161718,0.236761336,42,18.41813028
D039,S027,O080,7,767,6.727002821,42,0.40076867,0.158141091,0.247798621,9,18.41813028
D039,S028,O011,7,767,6.727002821,74,0.144332149,0.165813474,0.385639579,14,18.41813028
D039,S029,O086,7,767,6.727002821,982,0.199347615,0.312135777,0.001921653,110,18.41813028
D039,S030,O049,7,767,6.727002821,167,0.088317626,0.338602146,0.450648463,15,18.41813028
D039,S031,O038,7,767,6.727002821,541,0.023426649,0.269227699,0.314041207,106,18.41813028
D039,S032,O095,7,767,6.727002821,737,0.275444304,0.049819636,0.213727811,96,18.41813028
D040,S001,O040,3,866,0.26404988,22,0.132312725,0.387023034,0.48640877,1,0.640305713
D040,S002,O081,3,866,0.26404988,625,0.489155662,0.075116015,0.08373988,87,0.640305713
D040,S003,O024,3,866,0.26404988,558,0.01340343,0.303476888,0.066234207,102,0.640305713
D040,S004,O048,3,866,0.26404988,23,0.00021805,0.028031124,0.277887063,4,0.640305713
D040,S005,O061,3,866,0.26404988,504,0.370505912,0.3328803,0.491272741,97,0.640305713
D040,S006,O045,3,866,0.26404988,38,0.251921878,0.260723642,0.043585928,1,0.640305713
D040,S007,O069,3,866,0.26404988,761,0.152114511,0.215299072,0.367977204,1,0.640305713
D040,S008,O092,3,866,0.26404988,96,0.418898266,0.008705234,0.425829723,10,0.640305713
D040,S009,O074,3,866,0.26404988,27,0.164642573,0.30767454,0.244719524,6,0.640305713
D040,S010,O043,3,866,0.26404988,60,0.470149674,0.350184037,0.345788332,1,0.640305713
D040,S011,O054,3,866,0.26404988,29,0.443915181,0.25137144,0.497993332,6,0.640305713
D040,S012,O002,3,866,0.26404988,27,0.258752568,0.087770931,0.008640494,5,0.640305713
D040,S013,O001,3,866,0.26404988,277,0.102604459,0.043442589,0.194317089,68,0.640305713
D040,S014,O008,3,866,0.26404988,221,0.074747705,0.106527742,0.017441816,3,0.640305713
D040,S015,O015,3,866,0.26404988,209,0.451149983,0.236045833,0.154470026,51,0.640305713
D040,S016,O021,3,866,0.26404988,420,0.48022181,0.187407167,0.359386041,21,0.640305713
D040,S017,O082,3,866,0.26404988,165,0.435076568,0.000913393,0.024702354,3,0.640305713
D040,S018,O066,3,866,0.26404988,494,0.215122594,0.12849833,0.421195428,82,0.640305713
D040,S019,O089,3,866,0.26404988,65,0.160593613,0.12131002,0.43177507,4,0.640305713
D040,S020,O055,3,866,0.26404988,140,0.36567333,0.006141596,0.323833398,34,0.640305713
D040,S021,O019,3,866,0.26404988,346,0.328784836,0.382557414,0.459924272,20,0.640305713
D040,S022,O056,3,866,0.26404988,839,0.314045176,0.146767962,0.097912175,33,0.640305713
D040,S023,O085,3,866,0.26404988,121,0.235238901,0.36680338,0.28802825,18,0.640305713
D040,S024,O075,3,866,0.26404988,157,0.187375651,0.192115859,0.011697982,34,0.640305713
D040,S025,O006,3,866,0.26404988,612,0.351754303,0.257897057,0.260304956,90,0.640305713
D040,S026,O010,3,866,0.26404988,451,0.052883935,0.358161718,0.236761336,42,0.640305713
D040,S027,O080,3,866,0.26404988,42,0.40076867,0.158141091,0.247798621,9,0.640305713
D040,S028,O011,3,866,0.26404988,74,0.144332149,0.165813474,0.385639579,14,0.640305713
D040,S029,O086,3,866,0.26404988,982,0.199347615,0.312135777,0.001921653,110,0.640305713
D040,S030,O049,3,866,0.26404988,167,0.088317626,0.338602146,0.450648463,15,0.640305713
D040,S031,O038,3,866,0.26404988,541,0.023426649,0.269227699,0.314041207,106,0.640305713
