design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers,transaction_arrival_rate
D034,O029,4,123,0.496955863,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D034,O030,4,123,0.496955863,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D034,O031,4,123,0.496955863,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D034,O032,4,123,0.496955863,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D034,O033,4,123,0.496955863,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D034,O034,4,123,0.496955863,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D034,O035,4,123,0.496955863,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D034,O036,4,123,0.496955863,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D034,O037,4,123,0.496955863,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D034,O038,4,123,0.496955863,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D034,O039,4,123,0.496955863,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D034,O040,4,123,0.496955863,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D034,O041,4,123,0.496955863,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D034,O042,4,123,0.496955863,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D034,O043,4,123,0.496955863,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D034,O044,4,123,0.496955863,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D034,O045,4,123,0.496955863,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D034,O046,4,123,0.496955863,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D034,O047,4,123,0.496955863,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D034,O048,4,123,0.496955863,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D034,O049,4,123,0.496955863,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D034,O050,4,123,0.496955863,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D034,O051,4,123,0.496955863,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D034,O052,4,123,0.496955863,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D034,O053,4,123,0.496955863,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D034,O054,4,123,0.496955863,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D034,O055,4,123,0.496955863,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D034,O056,4,123,0.496955863,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D034,O057,4,123,0.496955863,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D034,O058,4,123,0.496955863,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D034,O059,4,123,0.496955863,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D034,O060,4,123,0.496955863,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D034,O061,4,123,0.496955863,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D034,O062,4,123,0.496955863,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D034,O063,4,123,0.496955863,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D034,O064,4,123,0.496955863,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D034,O065,4,123,0.496955863,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D034,O066,4,123,0.496955863,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D034,O067,4,123,0.496955863,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D034,O068,4,123,0.496955863,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D034,O069,4,123,0.496955863,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D034,O070,4,123,0.496955863,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D034,O071,4,123,0.496955863,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D034,O072,4,123,0.496955863,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D034,O073,4,123,0.496955863,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D034,O074,4,123,0.496955863,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D034,O075,4,123,0.496955863,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D034,O076,4,123,0.496955863,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D034,O077,4,123,0.496955863,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D034,O078,4,123,0.496955863,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D034,O079,4,123,0.496955863,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D034,O080,4,123,0.496955863,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D034,O081,4,123,0.496955863,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D034,O082,4,123,0.496955863,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D034,O083,4,123,0.496955863,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D034,O084,4,123,0.496955863,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D034,O085,4,123,0.496955863,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D034,O086,4,123,0.496955863,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D034,O087,4,123,0.496955863,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D034,O088,4,123,0.496955863,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D034,O089,4,123,0.496955863,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D034,O090,4,123,0.496955863,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D034,O091,4,123,0.496955863,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D034,O092,4,123,0.496955863,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D034,O093,4,123,0.496955863,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D034,O094,4,123,0.496955863,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D034,O095,4,123,0.496955863,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D034,O096,4,123,0.496955863,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D035,O001,1,62,0.375666448,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D035,O002,1,62,0.375666448,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D035,O003,1,62,0.375666448,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D035,O004,1,62,0.375666448,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D035,O005,1,62,0.375666448,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D035,O006,1,62,0.375666448,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D035,O007,1,62,0.375666448,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D035,O008,1,62,0.375666448,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D035,O009,1,62,0.375666448,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D035,O010,1,62,0.375666448,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D035,O011,1,62,0.375666448,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D035,O012,1,62,0.375666448,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D035,O013,1,62,0.375666448,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D035,O014,1,62,0.375666448,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D035,O015,1,62,0.375666448,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D035,O016,1,62,0.375666448,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D035,O017,1,62,0.375666448,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D035,O018,1,62,0.375666448,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
D035,O019,1,62,0.375666448,24,0.431629638,0.254066717,0.253740338,0.934568431,1,93.45684308
D035,O020,1,62,0.375666448,113,0.348269976,0.095285863,0.409466489,0.990902637,28,99.09026365
D035,O021,1,62,0.375666448,35,0.407381528,0.191612689,0.078494355,0.726366674,4,72.63666744
D035,O022,1,62,0.375666448,193,0.265083523,0.114415056,0.48366938,0.770574624,6,77.05746237
D035,O023,1,62,0.375666448,410,0.214451437,0.12789836,0.094002538,0.876090399,34,87.60903986
D035,O024,1,62,0.375666448,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D035,O025,1,62,0.375666448,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D035,O026,1,62,0.375666448,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D035,O027,1,62,0.375666448,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D035,O028,1,62,0.375666448,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D035,O029,1,62,0.375666448,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D035,O030,1,62,0.375666448,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D035,O031,1,62,0.375666448,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D035,O032,1,62,0.375666448,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D035,O033,1,62,0.375666448,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D035,O034,1,62,0.375666448,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D035,O035,1,62,0.375666448,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D035,O036,1,62,0.375666448,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D035,O037,1,62,0.375666448,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D035,O038,1,62,0.375666448,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D035,O039,1,62,0.375666448,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D035,O040,1,62,0.375666448,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D035,O041,1,62,0.375666448,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D035,O042,1,62,0.375666448,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D035,O043,1,62,0.375666448,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D035,O044,1,62,0.375666448,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D035,O045,1,62,0.375666448,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D035,O046,1,62,0.375666448,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D035,O047,1,62,0.375666448,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D035,O048,1,62,0.375666448,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D035,O049,1,62,0.375666448,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D035,O050,1,62,0.375666448,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D035,O051,1,62,0.375666448,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D035,O052,1,62,0.375666448,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D035,O053,1,62,0.375666448,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D035,O054,1,62,0.375666448,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D035,O055,1,62,0.375666448,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D035,O056,1,62,0.375666448,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D035,O057,1,62,0.375666448,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D035,O058,1,62,0.375666448,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D035,O059,1,62,0.375666448,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D035,O060,1,62,0.375666448,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D035,O061,1,62,0.375666448,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D035,O062,1,62,0.375666448,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D035,O063,1,62,0.375666448,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D035,O064,1,62,0.375666448,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D035,O065,1,62,0.375666448,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D035,O066,1,62,0.375666448,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D035,O067,1,62,0.375666448,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D035,O068,1,62,0.375666448,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D035,O069,1,62,0.375666448,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D035,O070,1,62,0.375666448,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D035,O071,1,62,0.375666448,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D035,O072,1,62,0.375666448,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D035,O073,1,62,0.375666448,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D035,O074,1,62,0.375666448,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D035,O075,1,62,0.375666448,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D035,O076,1,62,0.375666448,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D035,O077,1,62,0.375666448,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D035,O078,1,62,0.375666448,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D035,O079,1,62,0.375666448,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D035,O080,1,62,0.375666448,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D035,O081,1,62,0.375666448,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D035,O082,1,62,0.375666448,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D035,O083,1,62,0.375666448,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D035,O084,1,62,0.375666448,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D035,O085,1,62,0.375666448,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D035,O086,1,62,0.375666448,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D035,O087,1,62,0.375666448,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D035,O088,1,62,0.375666448,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D035,O089,1,62,0.375666448,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D035,O090,1,62,0.375666448,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D035,O091,1,62,0.375666448,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D035,O092,1,62,0.375666448,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D035,O093,1,62,0.375666448,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D035,O094,1,62,0.375666448,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D035,O095,1,62,0.375666448,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D035,O096,1,62,0.375666448,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D036,O001,6,138,1.948187769,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D036,O002,6,138,1.948187769,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D036,O003,6,138,1.948187769,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D036,O004,6,138,1.948187769,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D036,O005,6,138,1.948187769,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D036,O006,6,138,1.948187769,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D036,O007,6,138,1.948187769,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D036,O008,6,138,1.948187769,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D036,O009,6,138,1.948187769,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D036,O010,6,138,1.948187769,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D036,O011,6,138,1.948187769,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D036,O012,6,138,1.948187769,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D036,O013,6,138,1.948187769,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D036,O014,6,138,1.948187769,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D036,O015,6,138,1.948187769,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D036,O016,6,138,1.948187769,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D036,O017,6,138,1.948187769,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D036,O018,6,138,1.948187769,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
D036,O019,6,138,1.948187769,24,0.431629638,0.254066717,0.253740338,0.934568431,1,93.45684308
D036,O020,6,138,1.948187769,113,0.348269976,0.095285863,0.409466489,0.990902637,28,99.09026365
D036,O021,6,138,1.948187769,35,0.407381528,0.191612689,0.078494355,0.726366674,4,72.63666744
D036,O022,6,138,1.948187769,193,0.265083523,0.114415056,0.48366938,0.770574624,6,77.05746237
D036,O023,6,138,1.948187769,410,0.214451437,0.12789836,0.094002538,0.876090399,34,87.60903986
D036,O024,6,138,1.948187769,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D036,O025,6,138,1.948187769,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D036,O026,6,138,1.948187769,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D036,O027,6,138,1.948187769,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D036,O028,6,138,1.948187769,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D036,O029,6,138,1.948187769,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D036,O030,6,138,1.948187769,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D036,O031,6,138,1.948187769,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D036,O032,6,138,1.948187769,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D036,O033,6,138,1.948187769,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D036,O034,6,138,1.948187769,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D036,O035,6,138,1.948187769,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D036,O036,6,138,1.948187769,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D036,O037,6,138,1.948187769,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D036,O038,6,138,1.948187769,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D036,O039,6,138,1.948187769,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D036,O040,6,138,1.948187769,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D036,O041,6,138,1.948187769,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D036,O042,6,138,1.948187769,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D036,O043,6,138,1.948187769,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D036,O044,6,138,1.948187769,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D036,O045,6,138,1.948187769,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D036,O046,6,138,1.948187769,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D036,O047,6,138,1.948187769,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D036,O048,6,138,1.948187769,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D036,O049,6,138,1.948187769,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D036,O050,6,138,1.948187769,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D036,O051,6,138,1.948187769,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D036,O052,6,138,1.948187769,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D036,O053,6,138,1.948187769,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D036,O054,6,138,1.948187769,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D036,O055,6,138,1.948187769,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D036,O056,6,138,1.948187769,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D036,O057,6,138,1.948187769,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D036,O058,6,138,1.948187769,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D036,O059,6,138,1.948187769,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D036,O060,6,138,1.948187769,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D036,O061,6,138,1.948187769,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D036,O062,6,138,1.948187769,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D036,O063,6,138,1.948187769,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D036,O064,6,138,1.948187769,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D036,O065,6,138,1.948187769,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D036,O066,6,138,1.948187769,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D036,O067,6,138,1.948187769,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D036,O068,6,138,1.948187769,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D036,O069,6,138,1.948187769,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D036,O070,6,138,1.948187769,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D036,O071,6,138,1.948187769,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D036,O072,6,138,1.948187769,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D036,O073,6,138,1.948187769,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D036,O074,6,138,1.948187769,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D036,O075,6,138,1.948187769,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D036,O076,6,138,1.948187769,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D036,O077,6,138,1.948187769,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D036,O078,6,138,1.948187769,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D036,O079,6,138,1.948187769,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D036,O080,6,138,1.948187769,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D036,O081,6,138,1.948187769,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D036,O082,6,138,1.948187769,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D036,O083,6,138,1.948187769,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D036,O084,6,138,1.948187769,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D036,O085,6,138,1.948187769,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D036,O086,6,138,1.948187769,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D036,O087,6,138,1.948187769,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D036,O088,6,138,1.948187769,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D036,O089,6,138,1.948187769,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D036,O090,6,138,1.948187769,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D036,O091,6,138,1.948187769,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D036,O092,6,138,1.948187769,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D036,O093,6,138,1.948187769,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D036,O094,6,138,1.948187769,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D036,O095,6,138,1.948187769,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D036,O096,6,138,1.948187769,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D037,O001,2,436,3.335577859,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D037,O002,2,436,3.335577859,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D037,O003,2,436,3.335577859,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D037,O004,2,436,3.335577859,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D037,O005,2,436,3.335577859,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D037,O006,2,436,3.335577859,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D037,O007,2,436,3.335577859,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D037,O008,2,436,3.335577859,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D037,O009,2,436,3.335577859,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D037,O010,2,436,3.335577859,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D037,O011,2,436,3.335577859,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D037,O012,2,436,3.335577859,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D037,O013,2,436,3.335577859,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D037,O014,2,436,3.335577859,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D037,O015,2,436,3.335577859,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D037,O016,2,436,3.335577859,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D037,O017,2,436,3.335577859,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D037,O018,2,436,3.335577859,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
