design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers
D087,O092,4,633,3.727721851,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D087,O045,4,633,3.727721851,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D087,O093,4,633,3.727721851,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D087,O055,4,633,3.727721851,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D102,O006,8,204,3.127787756,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D102,O071,8,204,3.127787756,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D102,O014,8,204,3.127787756,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D102,O017,8,204,3.127787756,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D102,O086,8,204,3.127787756,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D102,O068,8,204,3.127787756,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D102,O088,8,204,3.127787756,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D102,O004,8,204,3.127787756,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D102,O044,8,204,3.127787756,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D102,O039,8,204,3.127787756,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D102,O002,8,204,3.127787756,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D102,O040,8,204,3.127787756,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D102,O094,8,204,3.127787756,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D102,O081,8,204,3.127787756,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D102,O049,8,204,3.127787756,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D102,O052,8,204,3.127787756,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D102,O008,8,204,3.127787756,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D102,O054,8,204,3.127787756,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D102,O024,8,204,3.127787756,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D102,O096,8,204,3.127787756,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D102,O011,8,204,3.127787756,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D102,O007,8,204,3.127787756,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D102,O005,8,204,3.127787756,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D102,O051,8,204,3.127787756,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D102,O035,8,204,3.127787756,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D102,O061,8,204,3.127787756,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D102,O041,8,204,3.127787756,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D102,O063,8,204,3.127787756,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D102,O019,8,204,3.127787756,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D102,O012,8,204,3.127787756,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D102,O043,8,204,3.127787756,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D102,O020,8,204,3.127787756,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D102,O038,8,204,3.127787756,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D102,O010,8,204,3.127787756,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D102,O053,8,204,3.127787756,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D102,O032,8,204,3.127787756,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D102,O083,8,204,3.127787756,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D102,O050,8,204,3.127787756,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D102,O084,8,204,3.127787756,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D102,O027,8,204,3.127787756,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D102,O023,8,204,3.127787756,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D102,O047,8,204,3.127787756,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D102,O067,8,204,3.127787756,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D102,O074,8,204,3.127787756,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D102,O092,8,204,3.127787756,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D102,O045,8,204,3.127787756,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D102,O093,8,204,3.127787756,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D102,O055,8,204,3.127787756,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D123,O006,1,1200,0.25,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D123,O071,1,1200,0.25,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D123,O014,1,1200,0.25,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D123,O017,1,1200,0.25,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D123,O086,1,1200,0.25,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D123,O068,1,1200,0.25,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D123,O088,1,1200,0.25,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D123,O004,1,1200,0.25,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D123,O044,1,1200,0.25,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D123,O039,1,1200,0.25,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D123,O002,1,1200,0.25,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D123,O040,1,1200,0.25,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D123,O094,1,1200,0.25,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D123,O081,1,1200,0.25,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D123,O049,1,1200,0.25,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D123,O052,1,1200,0.25,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D123,O008,1,1200,0.25,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D123,O054,1,1200,0.25,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D123,O024,1,1200,0.25,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D123,O096,1,1200,0.25,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D123,O011,1,1200,0.25,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D123,O007,1,1200,0.25,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D123,O005,1,1200,0.25,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D123,O051,1,1200,0.25,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D123,O035,1,1200,0.25,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D123,O061,1,1200,0.25,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D123,O041,1,1200,0.25,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D123,O063,1,1200,0.25,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D123,O019,1,1200,0.25,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D123,O012,1,1200,0.25,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D123,O043,1,1200,0.25,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D123,O020,1,1200,0.25,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D123,O038,1,1200,0.25,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D123,O010,1,1200,0.25,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D123,O053,1,1200,0.25,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D123,O032,1,1200,0.25,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D123,O083,1,1200,0.25,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D123,O050,1,1200,0.25,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D123,O084,1,1200,0.25,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D123,O027,1,1200,0.25,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D123,O023,1,1200,0.25,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D123,O047,1,1200,0.25,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D123,O067,1,1200,0.25,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D123,O074,1,1200,0.25,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D123,O092,1,1200,0.25,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D123,O045,1,1200,0.25,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D123,O093,1,1200,0.25,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D123,O055,1,1200,0.25,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D096,O006,5,87,1.642987791,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D096,O071,5,87,1.642987791,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D096,O014,5,87,1.642987791,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D096,O017,5,87,1.642987791,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D096,O086,5,87,1.642987791,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D096,O068,5,87,1.642987791,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D096,O088,5,87,1.642987791,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D096,O004,5,87,1.642987791,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D096,O044,5,87,1.642987791,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D096,O039,5,87,1.642987791,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D096,O002,5,87,1.642987791,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D096,O040,5,87,1.642987791,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D096,O094,5,87,1.642987791,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D096,O081,5,87,1.642987791,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D096,O049,5,87,1.642987791,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D096,O052,5,87,1.642987791,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D096,O008,5,87,1.642987791,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D096,O054,5,87,1.642987791,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D096,O024,5,87,1.642987791,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D096,O096,5,87,1.642987791,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D096,O011,5,87,1.642987791,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D096,O007,5,87,1.642987791,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D096,O005,5,87,1.642987791,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D096,O051,5,87,1.642987791,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D096,O035,5,87,1.642987791,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D096,O061,5,87,1.642987791,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D096,O041,5,87,1.642987791,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D096,O063,5,87,1.642987791,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D096,O019,5,87,1.642987791,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D096,O012,5,87,1.642987791,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D096,O043,5,87,1.642987791,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D096,O020,5,87,1.642987791,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D096,O038,5,87,1.642987791,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D096,O010,5,87,1.642987791,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D096,O053,5,87,1.642987791,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D096,O032,5,87,1.642987791,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D096,O083,5,87,1.642987791,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D096,O050,5,87,1.642987791,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D096,O084,5,87,1.642987791,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D096,O027,5,87,1.642987791,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D096,O023,5,87,1.642987791,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D096,O047,5,87,1.642987791,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D096,O067,5,87,1.642987791,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D096,O074,5,87,1.642987791,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D096,O092,5,87,1.642987791,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D096,O045,5,87,1.642987791,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D096,O093,5,87,1.642987791,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D096,O055,5,87,1.642987791,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D084,O006,5,417,1.070664925,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D084,O071,5,417,1.070664925,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D084,O014,5,417,1.070664925,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D084,O017,5,417,1.070664925,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D084,O086,5,417,1.070664925,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D084,O068,5,417,1.070664925,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D084,O088,5,417,1.070664925,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D084,O004,5,417,1.070664925,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D084,O044,5,417,1.070664925,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D084,O039,5,417,1.070664925,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D084,O002,5,417,1.070664925,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D084,O040,5,417,1.070664925,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D084,O094,5,417,1.070664925,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D084,O081,5,417,1.070664925,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D084,O049,5,417,1.070664925,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D084,O052,5,417,1.070664925,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D084,O008,5,417,1.070664925,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D084,O054,5,417,1.070664925,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D084,O024,5,417,1.070664925,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D084,O096,5,417,1.070664925,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D084,O011,5,417,1.070664925,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D084,O007,5,417,1.070664925,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D084,O005,5,417,1.070664925,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D084,O051,5,417,1.070664925,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D084,O035,5,417,1.070664925,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D084,O061,5,417,1.070664925,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D084,O041,5,417,1.070664925,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D084,O063,5,417,1.070664925,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D084,O019,5,417,1.070664925,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D084,O012,5,417,1.070664925,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D084,O043,5,417,1.070664925,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D084,O020,5,417,1.070664925,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D084,O038,5,417,1.070664925,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D084,O010,5,417,1.070664925,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D084,O053,5,417,1.070664925,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D084,O032,5,417,1.070664925,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D084,O083,5,417,1.070664925,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D084,O050,5,417,1.070664925,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D084,O084,5,417,1.070664925,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D084,O027,5,417,1.070664925,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D084,O023,5,417,1.070664925,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D084,O047,5,417,1.070664925,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D084,O067,5,417,1.070664925,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D084,O074,5,417,1.070664925,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D084,O092,5,417,1.070664925,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D084,O045,5,417,1.070664925,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D084,O093,5,417,1.070664925,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D084,O055,5,417,1.070664925,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D125,O006,8,60,0.25,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D125,O071,8,60,0.25,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D125,O014,8,60,0.25,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D125,O017,8,60,0.25,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D125,O086,8,60,0.25,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D125,O068,8,60,0.25,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D125,O088,8,60,0.25,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D125,O004,8,60,0.25,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D125,O044,8,60,0.25,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D125,O039,8,60,0.25,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D125,O002,8,60,0.25,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D125,O040,8,60,0.25,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D125,O094,8,60,0.25,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D125,O081,8,60,0.25,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D125,O049,8,60,0.25,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D125,O052,8,60,0.25,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D125,O008,8,60,0.25,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D125,O054,8,60,0.25,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D125,O024,8,60,0.25,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D125,O096,8,60,0.25,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D125,O011,8,60,0.25,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D125,O007,8,60,0.25,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D125,O005,8,60,0.25,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D125,O051,8,60,0.25,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D125,O035,8,60,0.25,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D125,O061,8,60,0.25,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D125,O041,8,60,0.25,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D125,O063,8,60,0.25,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D125,O019,8,60,0.25,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D125,O012,8,60,0.25,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D125,O043,8,60,0.25,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D125,O020,8,60,0.25,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D125,O038,8,60,0.25,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D125,O010,8,60,0.25,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D125,O053,8,60,0.25,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D125,O032,8,60,0.25,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D125,O083,8,60,0.25,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D125,O050,8,60,0.25,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D125,O084,8,60,0.25,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D125,O027,8,60,0.25,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D125,O023,8,60,0.25,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D125,O047,8,60,0.25,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D125,O067,8,60,0.25,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D125,O074,8,60,0.25,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D125,O092,8,60,0.25,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D125,O045,8,60,0.25,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D125,O093,8,60,0.25,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D125,O055,8,60,0.25,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D043,O006,7,1175,2.004291591,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D043,O071,7,1175,2.004291591,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D043,O014,7,1175,2.004291591,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D043,O017,7,1175,2.004291591,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D043,O086,7,1175,2.004291591,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D043,O068,7,1175,2.004291591,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D043,O088,7,1175,2.004291591,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D043,O004,7,1175,2.004291591,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D043,O044,7,1175,2.004291591,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D043,O039,7,1175,2.004291591,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D043,O002,7,1175,2.004291591,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D043,O040,7,1175,2.004291591,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D043,O094,7,1175,2.004291591,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D043,O081,7,1175,2.004291591,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D043,O049,7,1175,2.004291591,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D043,O052,7,1175,2.004291591,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D043,O008,7,1175,2.004291591,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D043,O054,7,1175,2.004291591,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D043,O024,7,1175,2.004291591,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D043,O096,7,1175,2.004291591,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D043,O011,7,1175,2.004291591,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D043,O007,7,1175,2.004291591,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D043,O005,7,1175,2.004291591,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D043,O051,7,1175,2.004291591,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D043,O035,7,1175,2.004291591,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D043,O061,7,1175,2.004291591,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D043,O041,7,1175,2.004291591,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D043,O063,7,1175,2.004291591,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D043,O019,7,1175,2.004291591,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D043,O012,7,1175,2.004291591,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D043,O043,7,1175,2.004291591,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D043,O020,7,1175,2.004291591,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D043,O038,7,1175,2.004291591,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D043,O010,7,1175,2.004291591,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D043,O053,7,1175,2.004291591,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D043,O032,7,1175,2.004291591,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D043,O083,7,1175,2.004291591,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D043,O050,7,1175,2.004291591,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D043,O084,7,1175,2.004291591,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D043,O027,7,1175,2.004291591,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D043,O023,7,1175,2.004291591,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D043,O047,7,1175,2.004291591,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D043,O067,7,1175,2.004291591,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D043,O074,7,1175,2.004291591,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D043,O092,7,1175,2.004291591,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D043,O045,7,1175,2.004291591,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D043,O093,7,1175,2.004291591,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D043,O055,7,1175,2.004291591,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D021,O006,3,997,1.249089371,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D021,O071,3,997,1.249089371,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D021,O014,3,997,1.249089371,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D021,O017,3,997,1.249089371,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D021,O086,3,997,1.249089371,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D021,O068,3,997,1.249089371,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D021,O088,3,997,1.249089371,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D021,O004,3,997,1.249089371,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D021,O044,3,997,1.249089371,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D021,O039,3,997,1.249089371,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D021,O002,3,997,1.249089371,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D021,O040,3,997,1.249089371,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D021,O094,3,997,1.249089371,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D021,O081,3,997,1.249089371,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D021,O049,3,997,1.249089371,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D021,O052,3,997,1.249089371,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D021,O008,3,997,1.249089371,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D021,O054,3,997,1.249089371,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D021,O024,3,997,1.249089371,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D021,O096,3,997,1.249089371,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D021,O011,3,997,1.249089371,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D021,O007,3,997,1.249089371,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D021,O005,3,997,1.249089371,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D021,O051,3,997,1.249089371,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D021,O035,3,997,1.249089371,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D021,O061,3,997,1.249089371,27,0.381805437,0.01616482,0.491613692,0.675221612,4
