design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,relative_transaction_load,execution_index,manifest_pair_id,network_instance,event_replication,network_realization_id,network_seed,event_seed,run_id
D024,O088,8,72,0.946451147,74,0.028069089,0.054085246,0.202673962,14,0.619616712,410,D024_O088,1,2,D024_O088_S01,-8449469493596003530,-6903125746379587354,D024_O088_S01_E02
D024,O088,8,72,0.946451147,74,0.028069089,0.054085246,0.202673962,14,0.619616712,411,D024_O088,2,1,D024_O088_S02,-7513526907348962640,-4108380989635019711,D024_O088_S02_E01
D024,O088,8,72,0.946451147,74,0.028069089,0.054085246,0.202673962,14,0.619616712,412,D024_O088,2,2,D024_O088_S02,-7513526907348962640,9082489540310272797,D024_O088_S02_E02
D024,O004,8,72,0.946451147,544,0.015441285,0.39993713,0.047767101,12,0.621494583,413,D024_O004,1,1,D024_O004_S01,-9135720239036166370,-2000600840615817714,D024_O004_S01_E01
D024,O004,8,72,0.946451147,544,0.015441285,0.39993713,0.047767101,12,0.621494583,414,D024_O004,1,2,D024_O004_S01,-9135720239036166370,7863041968903165399,D024_O004_S01_E02
D024,O004,8,72,0.946451147,544,0.015441285,0.39993713,0.047767101,12,0.621494583,415,D024_O004,2,1,D024_O004_S02,-6165175650842974372,1247252037107608979,D024_O004_S02_E01
D024,O004,8,72,0.946451147,544,0.015441285,0.39993713,0.047767101,12,0.621494583,416,D024_O004,2,2,D024_O004_S02,-6165175650842974372,5407117376663691647,D024_O004_S02_E02
D024,O044,8,72,0.946451147,721,0.432376139,0.324925408,0.144007894,148,0.742867678,417,D024_O044,1,1,D024_O044_S01,3154095878802592151,-6008405511012123449,D024_O044_S01_E01
D024,O044,8,72,0.946451147,721,0.432376139,0.324925408,0.144007894,148,0.742867678,418,D024_O044,1,2,D024_O044_S01,3154095878802592151,944975856887461381,D024_O044_S01_E02
D024,O044,8,72,0.946451147,721,0.432376139,0.324925408,0.144007894,148,0.742867678,419,D024_O044,2,1,D024_O044_S02,1985280483088402881,7088667798430197134,D024_O044_S02_E01
D024,O044,8,72,0.946451147,721,0.432376139,0.324925408,0.144007894,148,0.742867678,420,D024_O044,2,2,D024_O044_S02,1985280483088402881,2463796898050382674,D024_O044_S02_E02
D024,O039,8,72,0.946451147,48,0.232718262,0.17994217,0.033136716,1,0.784320075,421,D024_O039,1,1,D024_O039_S01,-9205707720678796070,4390440967030810512,D024_O039_S01_E01
D024,O039,8,72,0.946451147,48,0.232718262,0.17994217,0.033136716,1,0.784320075,422,D024_O039,1,2,D024_O039_S01,-9205707720678796070,621545759112104772,D024_O039_S01_E02
D024,O039,8,72,0.946451147,48,0.232718262,0.17994217,0.033136716,1,0.784320075,423,D024_O039,2,1,D024_O039_S02,-7462844794383511428,-5932939053751020154,D024_O039_S02_E01
D024,O039,8,72,0.946451147,48,0.232718262,0.17994217,0.033136716,1,0.784320075,424,D024_O039,2,2,D024_O039_S02,-7462844794383511428,5522249333140484536,D024_O039_S02_E02
D024,O002,8,72,0.946451147,71,0.386957289,0.33590604,0.423756547,16,1.030814136,425,D024_O002,1,1,D024_O002_S01,6259803945223443171,-4911693203764379853,D024_O002_S01_E01
D024,O002,8,72,0.946451147,71,0.386957289,0.33590604,0.423756547,16,1.030814136,426,D024_O002,1,2,D024_O002_S01,6259803945223443171,-2210148682474311888,D024_O002_S01_E02
D024,O002,8,72,0.946451147,71,0.386957289,0.33590604,0.423756547,16,1.030814136,427,D024_O002,2,1,D024_O002_S02,4085701066309495585,4761004681690250463,D024_O002_S02_E01
D024,O002,8,72,0.946451147,71,0.386957289,0.33590604,0.423756547,16,1.030814136,428,D024_O002,2,2,D024_O002_S02,4085701066309495585,-2720606208267312366,D024_O002_S02_E02
D024,O040,8,72,0.946451147,585,0.392959459,0.39457393,0.498815231,30,0.847757244,429,D024_O040,1,1,D024_O040_S01,9201669320487726608,-176543108455062336,D024_O040_S01_E01
D024,O040,8,72,0.946451147,585,0.392959459,0.39457393,0.498815231,30,0.847757244,430,D024_O040,1,2,D024_O040_S01,9201669320487726608,2043038900771727053,D024_O040_S01_E02
D024,O040,8,72,0.946451147,585,0.392959459,0.39457393,0.498815231,30,0.847757244,431,D024_O040,2,1,D024_O040_S02,4051497420565812976,1545083913197823154,D024_O040_S02_E01
D024,O040,8,72,0.946451147,585,0.392959459,0.39457393,0.498815231,30,0.847757244,432,D024_O040,2,2,D024_O040_S02,4051497420565812976,3445332038069355353,D024_O040_S02_E02
D024,O094,8,72,0.946451147,888,0.302089761,0.091469055,0.358945917,193,0.915650339,433,D024_O094,1,1,D024_O094_S01,-1485499251489222345,4735043999867522218,D024_O094_S01_E01
D024,O094,8,72,0.946451147,888,0.302089761,0.091469055,0.358945917,193,0.915650339,434,D024_O094,1,2,D024_O094_S01,-1485499251489222345,-8868166216035917150,D024_O094_S01_E02
D024,O094,8,72,0.946451147,888,0.302089761,0.091469055,0.358945917,193,0.915650339,435,D024_O094,2,1,D024_O094_S02,1403640219956615252,-2164601412712611353,D024_O094_S02_E01
D024,O094,8,72,0.946451147,888,0.302089761,0.091469055,0.358945917,193,0.915650339,436,D024_O094,2,2,D024_O094_S02,1403640219956615252,5965722974026920008,D024_O094_S02_E02
D024,O081,8,72,0.946451147,229,0.311863322,0.040757227,0.190953924,6,0.52059127,437,D024_O081,1,1,D024_O081_S01,111568744673550914,4304434435776201728,D024_O081_S01_E01
D024,O081,8,72,0.946451147,229,0.311863322,0.040757227,0.190953924,6,0.52059127,438,D024_O081,1,2,D024_O081_S01,111568744673550914,-8116208405653534239,D024_O081_S01_E02
D024,O081,8,72,0.946451147,229,0.311863322,0.040757227,0.190953924,6,0.52059127,439,D024_O081,2,1,D024_O081_S02,8989673093086822191,5922947085976487132,D024_O081_S02_E01
D024,O081,8,72,0.946451147,229,0.311863322,0.040757227,0.190953924,6,0.52059127,440,D024_O081,2,2,D024_O081_S02,8989673093086822191,9169012625204040763,D024_O081_S02_E02
D024,O049,8,72,0.946451147,33,0.068127718,0.327197905,0.351458552,6,0.638016666,441,D024_O049,1,1,D024_O049_S01,-3340740548334611428,-8385425639174476271,D024_O049_S01_E01
D024,O049,8,72,0.946451147,33,0.068127718,0.327197905,0.351458552,6,0.638016666,442,D024_O049,1,2,D024_O049_S01,-3340740548334611428,-2264904556826080736,D024_O049_S01_E02
D024,O049,8,72,0.946451147,33,0.068127718,0.327197905,0.351458552,6,0.638016666,443,D024_O049,2,1,D024_O049_S02,-3423771015526099627,3102366729161075390,D024_O049_S02_E01
D024,O049,8,72,0.946451147,33,0.068127718,0.327197905,0.351458552,6,0.638016666,444,D024_O049,2,2,D024_O049_S02,-3423771015526099627,6634139527117063029,D024_O049_S02_E02
D024,O052,8,72,0.946451147,249,0.293109713,0.381495942,0.29384703,30,0.500330142,445,D024_O052,1,1,D024_O052_S01,-782589209656214341,4703370468424846604,D024_O052_S01_E01
D024,O052,8,72,0.946451147,249,0.293109713,0.381495942,0.29384703,30,0.500330142,446,D024_O052,1,2,D024_O052_S01,-782589209656214341,-2759019969675226466,D024_O052_S01_E02
D024,O052,8,72,0.946451147,249,0.293109713,0.381495942,0.29384703,30,0.500330142,447,D024_O052,2,1,D024_O052_S02,-2895314531933735682,1316315968503220962,D024_O052_S02_E01
D024,O052,8,72,0.946451147,249,0.293109713,0.381495942,0.29384703,30,0.500330142,448,D024_O052,2,2,D024_O052_S02,-2895314531933735682,5842667283133748021,D024_O052_S02_E02
D024,O008,8,72,0.946451147,217,0.118365868,0.010264005,0.438577644,4,0.70421183,449,D024_O008,1,1,D024_O008_S01,-4453708241721968249,8384370142175776101,D024_O008_S01_E01
D024,O008,8,72,0.946451147,217,0.118365868,0.010264005,0.438577644,4,0.70421183,450,D024_O008,1,2,D024_O008_S01,-4453708241721968249,-7234597874846414535,D024_O008_S01_E02
D024,O008,8,72,0.946451147,217,0.118365868,0.010264005,0.438577644,4,0.70421183,451,D024_O008,2,1,D024_O008_S02,4113960407868771905,7932626024908730091,D024_O008_S02_E01
D024,O008,8,72,0.946451147,217,0.118365868,0.010264005,0.438577644,4,0.70421183,452,D024_O008,2,2,D024_O008_S02,4113960407868771905,-806542319189824436,D024_O008_S02_E02
D024,O054,8,72,0.946451147,70,0.483939677,0.225369653,0.039302168,11,0.574845385,453,D024_O054,1,1,D024_O054_S01,3017107049827017190,3199430116980684826,D024_O054_S01_E01
D024,O054,8,72,0.946451147,70,0.483939677,0.225369653,0.039302168,11,0.574845385,454,D024_O054,1,2,D024_O054_S01,3017107049827017190,6080584712465368317,D024_O054_S01_E02
D024,O054,8,72,0.946451147,70,0.483939677,0.225369653,0.039302168,11,0.574845385,455,D024_O054,2,1,D024_O054_S02,-765033054528377509,-4577723243389102747,D024_O054_S02_E01
D024,O054,8,72,0.946451147,70,0.483939677,0.225369653,0.039302168,11,0.574845385,456,D024_O054,2,2,D024_O054_S02,-765033054528377509,-3755168411696075864,D024_O054_S02_E02
D024,O024,8,72,0.946451147,109,0.107543079,0.370185632,0.33107989,2,0.763088384,457,D024_O024,1,1,D024_O024_S01,2864255825251138631,-7208569875130319951,D024_O024_S01_E01
D024,O024,8,72,0.946451147,109,0.107543079,0.370185632,0.33107989,2,0.763088384,458,D024_O024,1,2,D024_O024_S01,2864255825251138631,6654687203565349489,D024_O024_S01_E02
D024,O024,8,72,0.946451147,109,0.107543079,0.370185632,0.33107989,2,0.763088384,459,D024_O024,2,1,D024_O024_S02,-155967834776782859,3147691524638745544,D024_O024_S02_E01
D024,O024,8,72,0.946451147,109,0.107543079,0.370185632,0.33107989,2,0.763088384,460,D024_O024,2,2,D024_O024_S02,-155967834776782859,-5039995961646260329,D024_O024_S02_E02
D024,O096,8,72,0.946451147,91,0.16170145,0.264353919,0.069555674,20,0.545005585,461,D024_O096,1,1,D024_O096_S01,5771671216815618191,716615669947094479,D024_O096_S01_E01
D024,O096,8,72,0.946451147,91,0.16170145,0.264353919,0.069555674,20,0.545005585,462,D024_O096,1,2,D024_O096_S01,5771671216815618191,8197670322679290910,D024_O096_S01_E02
D024,O096,8,72,0.946451147,91,0.16170145,0.264353919,0.069555674,20,0.545005585,463,D024_O096,2,1,D024_O096_S02,2963206019169921013,-8888911414253346875,D024_O096_S02_E01
D024,O096,8,72,0.946451147,91,0.16170145,0.264353919,0.069555674,20,0.545005585,464,D024_O096,2,2,D024_O096_S02,2963206019169921013,8844532462499268319,D024_O096_S02_E02
D024,O011,8,72,0.946451147,163,0.257766277,0.230369452,0.067376828,24,1.041013094,465,D024_O011,1,1,D024_O011_S01,-5011488273460490555,-9169127543049733953,D024_O011_S01_E01
D024,O011,8,72,0.946451147,163,0.257766277,0.230369452,0.067376828,24,1.041013094,466,D024_O011,1,2,D024_O011_S01,-5011488273460490555,-6629634509212708689,D024_O011_S01_E02
D024,O011,8,72,0.946451147,163,0.257766277,0.230369452,0.067376828,24,1.041013094,467,D024_O011,2,1,D024_O011_S02,8638797619163827542,-3716002573295300298,D024_O011_S02_E01
D024,O011,8,72,0.946451147,163,0.257766277,0.230369452,0.067376828,24,1.041013094,468,D024_O011,2,2,D024_O011_S02,8638797619163827542,-6883262540356101210,D024_O011_S02_E02
D024,O007,8,72,0.946451147,20,0.141130372,0.138764594,0.166622366,2,0.974703346,469,D024_O007,1,1,D024_O007_S01,-2923148820905991953,-7910785239404887086,D024_O007_S01_E01
D024,O007,8,72,0.946451147,20,0.141130372,0.138764594,0.166622366,2,0.974703346,470,D024_O007,1,2,D024_O007_S01,-2923148820905991953,2123572900196701539,D024_O007_S01_E02
D024,O007,8,72,0.946451147,20,0.141130372,0.138764594,0.166622366,2,0.974703346,471,D024_O007,2,1,D024_O007_S02,4409715519443303448,-4838318543531668320,D024_O007_S02_E01
D024,O007,8,72,0.946451147,20,0.141130372,0.138764594,0.166622366,2,0.974703346,472,D024_O007,2,2,D024_O007_S02,4409715519443303448,3999318405360357327,D024_O007_S02_E02
D024,O005,8,72,0.946451147,472,0.458927508,0.08115278,0.018055532,8,0.751825682,473,D024_O005,1,1,D024_O005_S01,-9169654366146475384,-4377224557902071724,D024_O005_S01_E01
D024,O005,8,72,0.946451147,472,0.458927508,0.08115278,0.018055532,8,0.751825682,474,D024_O005,1,2,D024_O005_S01,-9169654366146475384,-5989316649770749191,D024_O005_S01_E02
D024,O005,8,72,0.946451147,472,0.458927508,0.08115278,0.018055532,8,0.751825682,475,D024_O005,2,1,D024_O005_S02,3339893679900723653,7274901881311987223,D024_O005_S02_E01
D024,O005,8,72,0.946451147,472,0.458927508,0.08115278,0.018055532,8,0.751825682,476,D024_O005,2,2,D024_O005_S02,3339893679900723653,2880549277873602863,D024_O005_S02_E02
D024,O051,8,72,0.946451147,264,0.415458501,0.161179135,0.311726789,12,0.922834621,477,D024_O051,1,1,D024_O051_S01,4626632862199406136,3801391251140916536,D024_O051_S01_E01
D024,O051,8,72,0.946451147,264,0.415458501,0.161179135,0.311726789,12,0.922834621,478,D024_O051,1,2,D024_O051_S01,4626632862199406136,-5209332248243884707,D024_O051_S01_E02
D024,O051,8,72,0.946451147,264,0.415458501,0.161179135,0.311726789,12,0.922834621,479,D024_O051,2,1,D024_O051_S02,-2332528419205804236,-6972525740009211506,D024_O051_S02_E01
D024,O051,8,72,0.946451147,264,0.415458501,0.161179135,0.311726789,12,0.922834621,480,D024_O051,2,2,D024_O051_S02,-2332528419205804236,2374558770947487918,D024_O051_S02_E02
D024,O035,8,72,0.946451147,173,0.041159595,0.256897351,0.341435098,22,0.936656262,481,D024_O035,1,1,D024_O035_S01,-8665618281599637230,5158419146967643966,D024_O035_S01_E01
D024,O035,8,72,0.946451147,173,0.041159595,0.256897351,0.341435098,22,0.936656262,482,D024_O035,1,2,D024_O035_S01,-8665618281599637230,3966763450323375920,D024_O035_S01_E02
D024,O035,8,72,0.946451147,173,0.041159595,0.256897351,0.341435098,22,0.936656262,483,D024_O035,2,1,D024_O035_S02,-4203929903012297980,-8338302649901427695,D024_O035_S02_E01
D024,O035,8,72,0.946451147,173,0.041159595,0.256897351,0.341435098,22,0.936656262,484,D024_O035,2,2,D024_O035_S02,-4203929903012297980,-4645696081972634408,D024_O035_S02_E02
D024,O061,8,72,0.946451147,27,0.381805437,0.01616482,0.491613692,4,0.675221612,485,D024_O061,1,1,D024_O061_S01,1128064886683993258,-1548593953561047442,D024_O061_S01_E01
D024,O061,8,72,0.946451147,27,0.381805437,0.01616482,0.491613692,4,0.675221612,486,D024_O061,1,2,D024_O061_S01,1128064886683993258,-2575133357110082665,D024_O061_S01_E02
D024,O061,8,72,0.946451147,27,0.381805437,0.01616482,0.491613692,4,0.675221612,487,D024_O061,2,1,D024_O061_S02,8877687927369014002,-2649413586254453633,D024_O061_S02_E01
D024,O061,8,72,0.946451147,27,0.381805437,0.01616482,0.491613692,4,0.675221612,488,D024_O061,2,2,D024_O061_S02,8877687927369014002,-1857047730107077409,D024_O061_S02_E02
D024,O041,8,72,0.946451147,49,0.297735298,0.268205888,0.212580592,7,0.765018393,489,D024_O041,1,1,D024_O041_S01,1628936618337930855,-2288952026830937396,D024_O041_S01_E01
D024,O041,8,72,0.946451147,49,0.297735298,0.268205888,0.212580592,7,0.765018393,490,D024_O041,1,2,D024_O041_S01,1628936618337930855,749995555956520144,D024_O041_S01_E02
D024,O041,8,72,0.946451147,49,0.297735298,0.268205888,0.212580592,7,0.765018393,491,D024_O041,2,1,D024_O041_S02,1486275172084011381,-9030456030751280635,D024_O041_S02_E01
D024,O041,8,72,0.946451147,49,0.297735298,0.268205888,0.212580592,7,0.765018393,492,D024_O041,2,2,D024_O041_S02,1486275172084011381,-9216429375791572141,D024_O041_S02_E02
D024,O063,8,72,0.946451147,159,0.167777479,0.069957712,0.130372357,38,0.943907134,493,D024_O063,1,1,D024_O063_S01,3028814254864962662,7673271457994082936,D024_O063_S01_E01
D024,O063,8,72,0.946451147,159,0.167777479,0.069957712,0.130372357,38,0.943907134,494,D024_O063,1,2,D024_O063_S01,3028814254864962662,-6852419115554246644,D024_O063_S01_E02
D024,O063,8,72,0.946451147,159,0.167777479,0.069957712,0.130372357,38,0.943907134,495,D024_O063,2,1,D024_O063_S02,5927416125396174038,-1756469122314581669,D024_O063_S02_E01
D024,O063,8,72,0.946451147,159,0.167777479,0.069957712,0.130372357,38,0.943907134,496,D024_O063,2,2,D024_O063_S02,5927416125396174038,8043663936532149929,D024_O063_S02_E02
D024,O019,8,72,0.946451147,24,0.431629638,0.254066717,0.253740338,1,0.934568431,497,D024_O019,1,1,D024_O019_S01,6273087897286336471,4356064962911249367,D024_O019_S01_E01
D024,O019,8,72,0.946451147,24,0.431629638,0.254066717,0.253740338,1,0.934568431,498,D024_O019,1,2,D024_O019_S01,6273087897286336471,-1546240305183964388,D024_O019_S01_E02
D024,O019,8,72,0.946451147,24,0.431629638,0.254066717,0.253740338,1,0.934568431,499,D024_O019,2,1,D024_O019_S02,6709177783118756069,-4363946842995589513,D024_O019_S02_E01
D024,O019,8,72,0.946451147,24,0.431629638,0.254066717,0.253740338,1,0.934568431,500,D024_O019,2,2,D024_O019_S02,6709177783118756069,-2631878056496240206,D024_O019_S02_E02
D024,O012,8,72,0.946451147,121,0.018977159,0.042108472,0.106166432,7,0.634587855,501,D024_O012,1,1,D024_O012_S01,-162256384824091360,2179796031724073388,D024_O012_S01_E01
D024,O012,8,72,0.946451147,121,0.018977159,0.042108472,0.106166432,7,0.634587855,502,D024_O012,1,2,D024_O012_S01,-162256384824091360,1939266770269597913,D024_O012_S01_E02
D024,O012,8,72,0.946451147,121,0.018977159,0.042108472,0.106166432,7,0.634587855,503,D024_O012,2,1,D024_O012_S02,1296206626585646808,-2764886163623673830,D024_O012_S02_E01
D024,O012,8,72,0.946451147,121,0.018977159,0.042108472,0.106166432,7,0.634587855,504,D024_O012,2,2,D024_O012_S02,1296206626585646808,2838584480623767770,D024_O012_S02_E02
D024,O043,8,72,0.946451147,936,0.154267686,0.332919895,0.389161836,211,0.694797352,505,D024_O043,1,1,D024_O043_S01,-1218049004809072406,5245893210573825903,D024_O043_S01_E01
D024,O043,8,72,0.946451147,936,0.154267686,0.332919895,0.389161836,211,0.694797352,506,D024_O043,1,2,D024_O043_S01,-1218049004809072406,6924258730660651678,D024_O043_S01_E02
D024,O043,8,72,0.946451147,936,0.154267686,0.332919895,0.389161836,211,0.694797352,507,D024_O043,2,1,D024_O043_S02,-4538386088991630039,2373700996789992002,D024_O043_S02_E01
D024,O043,8,72,0.946451147,936,0.154267686,0.332919895,0.389161836,211,0.694797352,508,D024_O043,2,2,D024_O043_S02,-4538386088991630039,-3603589755452193731,D024_O043_S02_E02
D024,O020,8,72,0.946451147,113,0.348269976,0.095285863,0.409466489,28,0.990902637,509,D024_O020,1,1,D024_O020_S01,-4440144316910381049,504663424796752418,D024_O020_S01_E01
D024,O020,8,72,0.946451147,113,0.348269976,0.095285863,0.409466489,28,0.990902637,510,D024_O020,1,2,D024_O020_S01,-4440144316910381049,6044821752316486685,D024_O020_S01_E02
D024,O020,8,72,0.946451147,113,0.348269976,0.095285863,0.409466489,28,0.990902637,511,D024_O020,2,1,D024_O020_S02,-4367883344214896659,365765407254195830,D024_O020_S02_E01
D024,O020,8,72,0.946451147,113,0.348269976,0.095285863,0.409466489,28,0.990902637,512,D024_O020,2,2,D024_O020_S02,-4367883344214896659,82712824178679867,D024_O020_S02_E02
D024,O038,8,72,0.946451147,765,0.137328547,0.153890662,0.395745604,73,0.824092212,513,D024_O038,1,1,D024_O038_S01,1758713639924906996,-2048664057919412326,D024_O038_S01_E01
D024,O038,8,72,0.946451147,765,0.137328547,0.153890662,0.395745604,73,0.824092212,514,D024_O038,1,2,D024_O038_S01,1758713639924906996,2086869876035487290,D024_O038_S01_E02
D024,O038,8,72,0.946451147,765,0.137328547,0.153890662,0.395745604,73,0.824092212,515,D024_O038,2,1,D024_O038_S02,8473972804398767895,-3435097352701616587,D024_O038_S02_E01
D024,O038,8,72,0.946451147,765,0.137328547,0.153890662,0.395745604,73,0.824092212,516,D024_O038,2,2,D024_O038_S02,8473972804398767895,-6604581717149411676,D024_O038_S02_E02
D024,O010,8,72,0.946451147,78,0.42428609,0.04657399,0.47291634,6,0.886241643,517,D024_O010,1,1,D024_O010_S01,2545823790674511546,6894916921902142746,D024_O010_S01_E01
D024,O010,8,72,0.946451147,78,0.42428609,0.04657399,0.47291634,6,0.886241643,518,D024_O010,1,2,D024_O010_S01,2545823790674511546,-6367913761065996427,D024_O010_S01_E02
D024,O010,8,72,0.946451147,78,0.42428609,0.04657399,0.47291634,6,0.886241643,519,D024_O010,2,1,D024_O010_S02,-4447533606492425639,1838192960795702892,D024_O010_S02_E01
D024,O010,8,72,0.946451147,78,0.42428609,0.04657399,0.47291634,6,0.886241643,520,D024_O010,2,2,D024_O010_S02,-4447533606492425639,8778438908175516924,D024_O010_S02_E02
D024,O053,8,72,0.946451147,251,0.008437374,0.219704544,0.077608614,11,0.857828126,521,D024_O053,1,1,D024_O053_S01,4355955734039228185,-2759063672530910587,D024_O053_S01_E01
D024,O053,8,72,0.946451147,251,0.008437374,0.219704544,0.077608614,11,0.857828126,522,D024_O053,1,2,D024_O053_S01,4355955734039228185,1405208335518138157,D024_O053_S01_E02
D024,O053,8,72,0.946451147,251,0.008437374,0.219704544,0.077608614,11,0.857828126,523,D024_O053,2,1,D024_O053_S02,-5013336589296954838,-5505447701090017345,D024_O053_S02_E01
D024,O053,8,72,0.946451147,251,0.008437374,0.219704544,0.077608614,11,0.857828126,524,D024_O053,2,2,D024_O053_S02,-5013336589296954838,-1076011629359369156,D024_O053_S02_E02
D024,O032,8,72,0.946451147,449,0.47407037,0.293964396,0.333868972,86,0.526716923,525,D024_O032,1,1,D024_O032_S01,-7402051429334887024,-552008268399785001,D024_O032_S01_E01
D024,O032,8,72,0.946451147,449,0.47407037,0.293964396,0.333868972,86,0.526716923,526,D024_O032,1,2,D024_O032_S01,-7402051429334887024,6017807429697992788,D024_O032_S01_E02
D024,O032,8,72,0.946451147,449,0.47407037,0.293964396,0.333868972,86,0.526716923,527,D024_O032,2,1,D024_O032_S02,3202052064467227066,1875419163795098258,D024_O032_S02_E01
D024,O032,8,72,0.946451147,449,0.47407037,0.293964396,0.333868972,86,0.526716923,528,D024_O032,2,2,D024_O032_S02,3202052064467227066,6115873065034320116,D024_O032_S02_E02
D024,O083,8,72,0.946451147,89,0.002629244,0.11891721,0.012340148,13,0.799263288,529,D024_O083,1,1,D024_O083_S01,1209727398305050281,98847966135146143,D024_O083_S01_E01
D024,O083,8,72,0.946451147,89,0.002629244,0.11891721,0.012340148,13,0.799263288,530,D024_O083,1,2,D024_O083_S01,1209727398305050281,4042664731234912953,D024_O083_S01_E02
D024,O083,8,72,0.946451147,89,0.002629244,0.11891721,0.012340148,13,0.799263288,531,D024_O083,2,1,D024_O083_S02,1082680108178267409,1343520315880775459,D024_O083_S02_E01
D024,O083,8,72,0.946451147,89,0.002629244,0.11891721,0.012340148,13,0.799263288,532,D024_O083,2,2,D024_O083_S02,1082680108178267409,5773207884274984788,D024_O083_S02_E02
D024,O050,8,72,0.946451147,322,0.206052109,0.123509785,0.230258857,78,0.710466564,533,D024_O050,1,1,D024_O050_S01,2067646932507817516,4326336810368763888,D024_O050_S01_E01
D024,O050,8,72,0.946451147,322,0.206052109,0.123509785,0.230258857,78,0.710466564,534,D024_O050,1,2,D024_O050_S01,2067646932507817516,-2768534455961840164,D024_O050_S01_E02
D024,O050,8,72,0.946451147,322,0.206052109,0.123509785,0.230258857,78,0.710466564,535,D024_O050,2,1,D024_O050_S02,-6754236385158419617,-7715375977545959134,D024_O050_S02_E01
D024,O050,8,72,0.946451147,322,0.206052109,0.123509785,0.230258857,78,0.710466564,536,D024_O050,2,2,D024_O050_S02,-6754236385158419617,-4021967709045421992,D024_O050_S02_E02
D024,O084,8,72,0.946451147,797,0.372992677,0.000386491,0.00152113,169,0.993396916,537,D024_O084,1,1,D024_O084_S01,7226831848554556268,2920315382210318988,D024_O084_S01_E01
D024,O084,8,72,0.946451147,797,0.372992677,0.000386491,0.00152113,169,0.993396916,538,D024_O084,1,2,D024_O084_S01,7226831848554556268,-8197408739273260238,D024_O084_S01_E02
D024,O084,8,72,0.946451147,797,0.372992677,0.000386491,0.00152113,169,0.993396916,539,D024_O084,2,1,D024_O084_S02,-2124396373182244989,6126270712513574233,D024_O084_S02_E01
D024,O084,8,72,0.946451147,797,0.372992677,0.000386491,0.00152113,169,0.993396916,540,D024_O084,2,2,D024_O084_S02,-2124396373182244989,7892891861851960490,D024_O084_S02_E02
D024,O027,8,72,0.946451147,120,0.173792118,0.275390581,0.115990185,1,0.594400816,541,D024_O027,1,1,D024_O027_S01,8540717246036794892,-935485054145173247,D024_O027_S01_E01
D024,O027,8,72,0.946451147,120,0.173792118,0.275390581,0.115990185,1,0.594400816,542,D024_O027,1,2,D024_O027_S01,8540717246036794892,8464624493038937898,D024_O027_S01_E02
D024,O027,8,72,0.946451147,120,0.173792118,0.275390581,0.115990185,1,0.594400816,543,D024_O027,2,1,D024_O027_S02,-3271764215088440999,5617303887909654567,D024_O027_S02_E01
D024,O027,8,72,0.946451147,120,0.173792118,0.275390581,0.115990185,1,0.594400816,544,D024_O027,2,2,D024_O027_S02,-3271764215088440999,-4333640082583522989,D024_O027_S02_E02
D024,O023,8,72,0.946451147,410,0.214451437,0.12789836,0.094002538,34,0.876090399,545,D024_O023,1,1,D024_O023_S01,3751391847707673968,4538390507060415828,D024_O023_S01_E01
D024,O023,8,72,0.946451147,410,0.214451437,0.12789836,0.094002538,34,0.876090399,546,D024_O023,1,2,D024_O023_S01,3751391847707673968,-3080245722492909247,D024_O023_S01_E02
D024,O023,8,72,0.946451147,410,0.214451437,0.12789836,0.094002538,34,0.876090399,547,D024_O023,2,1,D024_O023_S02,5774659971951853919,-5411318527264662200,D024_O023_S02_E01
D024,O023,8,72,0.946451147,410,0.214451437,0.12789836,0.094002538,34,0.876090399,548,D024_O023,2,2,D024_O023_S02,5774659971951853919,-2953737979347328156,D024_O023_S02_E02
D024,O047,8,72,0.946451147,32,0.457593053,0.357426009,0.365235909,4,0.729886159,549,D024_O047,1,1,D024_O047_S01,2219521870145426842,5745241918603921292,D024_O047_S01_E01
D024,O047,8,72,0.946451147,32,0.457593053,0.357426009,0.365235909,4,0.729886159,550,D024_O047,1,2,D024_O047_S01,2219521870145426842,-1529062434945269263,D024_O047_S01_E02
D024,O047,8,72,0.946451147,32,0.457593053,0.357426009,0.365235909,4,0.729886159,551,D024_O047,2,1,D024_O047_S02,4055234173116313154,7989235153768556122,D024_O047_S02_E01
D024,O047,8,72,0.946451147,32,0.457593053,0.357426009,0.365235909,4,0.729886159,552,D024_O047,2,2,D024_O047_S02,4055234173116313154,1643136444878779864,D024_O047_S02_E02
D024,O067,8,72,0.946451147,60,0.359928689,0.02076874,0.174232425,6,0.648987034,553,D024_O067,1,1,D024_O067_S01,2288981033803334056,2021536619401139379,D024_O067_S01_E01
D024,O067,8,72,0.946451147,60,0.359928689,0.02076874,0.174232425,6,0.648987034,554,D024_O067,1,2,D024_O067_S01,2288981033803334056,6697365721545880802,D024_O067_S01_E02
D024,O067,8,72,0.946451147,60,0.359928689,0.02076874,0.174232425,6,0.648987034,555,D024_O067,2,1,D024_O067_S02,7215242382420964414,-1646368685118633380,D024_O067_S02_E01
D024,O067,8,72,0.946451147,60,0.359928689,0.02076874,0.174232425,6,0.648987034,556,D024_O067,2,2,D024_O067_S02,7215242382420964414,2773403577693161034,D024_O067_S02_E02
